RSSI LEFT_ORIGIN,RSSI MIDDLE_ORIGIN,RSSI RIGHT_ORIGIN,RSSI TRUNK_ORIGIN,RSSI FRONTLEFT_ORIGIN,RSSI FRONTRIGHT_ORIGIN,RSSI REARLEFT_ORIGIN,RSSI REARRIGHT_ORIGIN,class
-67,-47,-69,-67,-83,-86,-82,-85,start
-61,-76,-87,-69,-77,-97,-75,-93,left
-86,-79,-71,-74,-84,-80,-81,-76,lock
-69,-61,-77,-48,-81,-91,-69,-67,trunk
-67,-63,-68,-37,-81,-90,-71,-67,trunk
-80,-78,-74,-72,-88,-78,-71,-69,back
-87,-77,-71,-85,-87,-73,-91,-82,right
-83,-85,-75,-91,-81,-68,-96,-88,right
-89,-79,-73,-78,-83,-62,-92,-83,right
-64,-67,-71,-37,-84,-92,-73,-68,trunk
-70,-82,-89,-80,-74,-91,-77,-85,lock
-78,-81,-86,-83,-65,-78,-80,-91,front
-80,-81,-85,-88,-71,-81,-84,-90,front
-62,-65,-64,-62,-84,-92,-75,-76,left
-73,-60,-78,-69,-78,-94,-82,-82,start
-69,-61,-68,-37,-84,-94,-67,-69,trunk
-83,-75,-79,-80,-89,-67,-97,-91,right
-88,-81,-71,-76,-84,-73,-81,-71,right
-67,-54,-60,-58,-88,-82,-73,-79,start
-68,-63,-73,-60,-88,-85,-66,-66,trunk
-91,-84,-90,-79,-80,-91,-71,-77,lock
-94,-78,-68,-74,-85,-71,-91,-68,right
-85,-80,-75,-72,-88,-86,-71,-62,back
-87,-87,-80,-82,-69,-65,-85,-85,lock
-88,-81,-88,-82,-71,-72,-83,-92,front
-59,-56,-63,-56,-71,-84,-80,-75,start
-87,-87,-87,-85,-72,-63,-87,-81,front
-70,-63,-75,-67,-77,-92,-84,-87,start
-68,-56,-66,-61,-86,-90,-82,-69,start
-54,-70,-75,-74,-83,-96,-74,-83,left
-86,-82,-84,-73,-90,-89,-71,-59,back
-84,-80,-88,-76,-77,-84,-77,-87,lock
-67,-54,-68,-59,-80,-88,-80,-79,start
-81,-79,-83,-85,-64,-72,-86,-93,front
-89,-84,-73,-79,-86,-66,-96,-85,right
-78,-80,-85,-74,-71,-76,-83,-89,front
-89,-85,-72,-77,-85,-84,-84,-76,lock
-72,-64,-68,-59,-82,-94,-63,-70,trunk
-78,-66,-79,-74,-86,-72,-89,-91,right
-71,-79,-77,-57,-90,-94,-71,-65,back
-78,-80,-84,-83,-65,-82,-82,-87,front
-69,-59,-65,-59,-80,-91,-72,-79,start
-71,-75,-78,-53,-84,-88,-78,-66,back
-73,-83,-90,-80,-73,-90,-77,-88,lock
-67,-70,-71,-64,-82,-89,-80,-82,start
-85,-84,-73,-85,-88,-73,-92,-78,lock
-69,-54,-72,-59,-78,-95,-74,-83,start
-53,-79,-77,-79,-79,-95,-71,-84,left
-71,-81,-85,-74,-72,-91,-74,-89,lock
-74,-91,-96,-86,-73,-83,-84,-93,front
-72,-65,-67,-43,-91,-95,-65,-63,trunk
-73,-65,-64,-44,-90,-91,-67,-66,trunk
-83,-82,-86,-89,-74,-68,-96,-86,front
-68,-56,-72,-63,-85,-84,-83,-80,start
-73,-55,-74,-71,-86,-89,-80,-85,start
-79,-80,-86,-76,-67,-70,-86,-92,front
-81,-77,-72,-47,-87,-88,-70,-69,trunk
-72,-56,-75,-67,-81,-88,-83,-84,start
-80,-84,-86,-77,-73,-70,-93,-95,front
-81,-92,-91,-82,-64,-77,-80,-91,front
-70,-63,-72,-47,-82,-93,-64,-67,trunk
-79,-83,-83,-83,-62,-79,-88,-88,front
-70,-53,-72,-67,-83,-91,-80,-81,start
-72,-61,-75,-63,-88,-87,-75,-84,start
-72,-64,-77,-72,-81,-95,-89,-87,start
-81,-92,-89,-89,-71,-87,-93,-90,lock
-64,-71,-67,-67,-90,-91,-82,-78,start
-71,-65,-88,-63,-83,-91,-81,-87,start
-72,-85,-76,-59,-88,-87,-75,-63,back
-65,-80,-75,-71,-79,-94,-72,-81,left
-81,-81,-75,-74,-88,-73,-82,-72,right
-64,-57,-72,-71,-82,-94,-86,-85,start
-82,-76,-77,-72,-87,-91,-68,-61,back
-84,-87,-76,-73,-81,-83,-72,-75,back
-62,-58,-69,-64,-80,-87,-77,-77,start
-81,-71,-71,-77,-87,-72,-96,-83,right
-84,-82,-88,-77,-87,-90,-70,-66,lock
-68,-65,-68,-66,-84,-96,-86,-78,start
-70,-58,-59,-71,-82,-80,-83,-81,start
-70,-88,-87,-80,-72,-93,-74,-90,lock
-84,-76,-74,-79,-85,-61,-91,-87,right
-74,-62,-69,-64,-84,-93,-85,-83,start
-88,-75,-70,-78,-87,-73,-83,-70,right
-80,-85,-71,-59,-93,-92,-84,-66,back
-83,-77,-65,-77,-85,-75,-87,-72,right
-76,-87,-85,-76,-83,-92,-66,-73,back
-72,-71,-55,-70,-86,-89,-85,-85,right
-91,-76,-65,-84,-90,-75,-86,-75,right
-64,-74,-85,-70,-76,-95,-69,-85,left
-71,-75,-72,-45,-91,-91,-71,-72,trunk
-88,-84,-91,-69,-93,-91,-77,-63,back
-69,-80,-92,-70,-80,-96,-70,-88,left
-83,-89,-93,-91,-70,-80,-85,-94,lock
-67,-72,-81,-73,-87,-97,-75,-85,left
-72,-65,-65,-63,-82,-95,-78,-87,start
-76,-83,-89,-70,-82,-93,-69,-71,back
-68,-60,-77,-65,-80,-83,-87,-83,start
-88,-79,-71,-75,-87,-68,-89,-80,right
-83,-86,-91,-87,-68,-73,-86,-96,front
-89,-83,-76,-83,-82,-70,-91,-89,right
-80,-82,-74,-77,-85,-70,-87,-76,right
-77,-83,-67,-76,-82,-71,-87,-74,right
-86,-89,-81,-79,-73,-63,-89,-87,front
-79,-49,-68,-59,-85,-88,-86,-92,start
-67,-69,-73,-49,-83,-92,-73,-62,trunk
-83,-71,-81,-75,-88,-72,-89,-77,right
-72,-78,-86,-80,-87,-91,-69,-77,back
-64,-63,-73,-49,-86,-89,-71,-63,trunk
-76,-80,-87,-65,-86,-94,-60,-71,back
-65,-70,-75,-71,-80,-93,-71,-80,left
-59,-60,-71,-64,-75,-93,-81,-81,start
-74,-46,-68,-65,-91,-93,-88,-81,start
-66,-81,-78,-75,-71,-94,-80,-83,left
-76,-61,-74,-69,-88,-78,-83,-85,start
-91,-93,-81,-91,-94,-82,-82,-77,lock
-70,-54,-70,-66,-85,-81,-76,-83,start
-78,-78,-79,-76,-83,-87,-66,-59,back
-75,-61,-77,-75,-78,-92,-84,-88,start
-86,-80,-80,-82,-86,-66,-85,-86,front
-86,-80,-75,-79,-85,-78,-89,-79,lock
-68,-73,-74,-57,-88,-91,-70,-72,back
-73,-70,-74,-59,-82,-83,-86,-84,start
-79,-78,-71,-96,-92,-71,-92,-81,right
-83,-79,-73,-85,-89,-65,-86,-90,right
-84,-80,-85,-85,-71,-75,-87,-92,front
-72,-88,-84,-74,-84,-91,-72,-83,lock
-93,-80,-85,-83,-72,-69,-92,-84,front
-80,-75,-78,-64,-83,-95,-59,-75,back
-66,-46,-70,-62,-81,-87,-83,-81,start
-88,-77,-67,-76,-85,-78,-85,-69,right
-63,-77,-84,-74,-74,-91,-72,-83,left
-60,-73,-85,-77,-76,-94,-72,-88,left
-59,-72,-80,-69,-86,-88,-75,-81,left
-77,-68,-68,-74,-81,-74,-87,-74,right
-64,-73,-70,-71,-87,-94,-71,-87,left
-70,-57,-72,-65,-84,-90,-81,-79,start
-72,-81,-93,-79,-86,-93,-67,-71,back
-67,-72,-71,-38,-83,-91,-63,-61,trunk
-78,-89,-87,-79,-68,-71,-89,-89,front
-74,-67,-56,-68,-80,-80,-86,-86,right
-84,-79,-81,-80,-85,-67,-89,-80,right
-73,-65,-71,-58,-85,-91,-71,-74,start
-86,-74,-77,-76,-89,-74,-86,-74,right
-91,-86,-76,-90,-90,-74,-93,-88,lock
-68,-62,-72,-45,-82,-85,-66,-66,trunk
-67,-69,-71,-39,-83,-89,-68,-65,trunk
-56,-64,-73,-72,-83,-90,-82,-84,left
-78,-84,-80,-74,-81,-88,-67,-62,back
-83,-80,-72,-82,-86,-70,-82,-76,lock
-83,-80,-71,-79,-91,-74,-91,-72,lock
-71,-68,-67,-50,-86,-89,-63,-68,trunk
-75,-70,-62,-74,-82,-72,-87,-88,right
-89,-85,-86,-70,-93,-93,-66,-63,back
-65,-60,-48,-59,-73,-79,-77,-83,start
-81,-80,-88,-69,-91,-92,-66,-68,back
-75,-58,-62,-65,-83,-78,-82,-79,start
-79,-85,-86,-78,-65,-75,-91,-95,front
-67,-78,-79,-77,-70,-89,-77,-87,left
-82,-84,-86,-75,-78,-70,-91,-93,front
-79,-46,-74,-63,-84,-91,-82,-83,start
-70,-62,-75,-73,-86,-89,-87,-84,start
-88,-89,-76,-82,-84,-78,-76,-74,lock
-61,-60,-74,-57,-83,-90,-79,-84,start
-82,-77,-69,-76,-84,-81,-88,-71,right
-70,-69,-76,-53,-88,-90,-74,-73,back
-69,-79,-86,-73,-75,-90,-74,-83,left
-82,-89,-87,-83,-88,-93,-73,-73,lock
-92,-76,-71,-88,-94,-63,-93,-86,right
-75,-77,-72,-74,-86,-77,-94,-90,right
-90,-82,-77,-78,-82,-81,-72,-67,back
-80,-77,-89,-82,-62,-83,-83,-86,front
-69,-92,-87,-73,-78,-89,-74,-89,lock
-83,-86,-84,-86,-69,-72,-90,-90,front
-71,-62,-70,-52,-88,-89,-71,-66,trunk
-79,-80,-85,-85,-71,-73,-93,-84,front
-78,-78,-79,-76,-85,-87,-66,-60,back
-88,-94,-96,-79,-92,-94,-67,-76,lock
-70,-62,-76,-62,-81,-87,-88,-85,start
-71,-53,-66,-66,-86,-80,-79,-77,start
-76,-86,-89,-83,-75,-96,-78,-89,lock
-85,-72,-70,-80,-80,-78,-93,-74,right
-62,-73,-81,-70,-75,-95,-75,-80,left
-69,-59,-64,-60,-82,-84,-82,-81,start
-82,-82,-79,-77,-81,-70,-92,-80,right
-67,-55,-65,-60,-81,-87,-80,-80,start
-89,-85,-72,-77,-86,-86,-74,-64,lock
-53,-79,-96,-72,-86,-95,-77,-81,left
-82,-83,-80,-84,-75,-66,-88,-87,front
-63,-74,-82,-72,-78,-96,-79,-81,left
-72,-76,-87,-72,-73,-84,-79,-87,left
-66,-60,-72,-49,-83,-96,-63,-64,trunk
-92,-84,-74,-75,-89,-60,-93,-84,right
-69,-58,-63,-68,-81,-83,-81,-80,start
-80,-73,-75,-70,-85,-95,-62,-67,back
-83,-88,-77,-76,-89,-87,-70,-73,lock
-88,-85,-80,-91,-92,-71,-90,-81,lock
-80,-65,-77,-76,-86,-75,-87,-78,right
-69,-59,-73,-64,-86,-86,-78,-89,start
-75,-82,-72,-74,-85,-72,-90,-71,right
-63,-74,-79,-76,-79,-93,-72,-88,left
-81,-74,-63,-70,-84,-71,-87,-86,right
-84,-75,-70,-81,-83,-78,-86,-75,right
-72,-55,-73,-71,-87,-89,-85,-86,start
-68,-64,-72,-68,-82,-87,-88,-83,start
-66,-63,-74,-58,-78,-94,-87,-83,start
-85,-72,-70,-80,-80,-78,-93,-74,right
-94,-87,-82,-86,-73,-73,-93,-86,lock
-87,-83,-89,-75,-86,-90,-80,-71,lock
-73,-65,-73,-50,-84,-94,-67,-70,trunk
-64,-58,-68,-62,-80,-92,-81,-82,start
-80,-73,-75,-80,-91,-70,-87,-82,right
-72,-61,-67,-61,-79,-90,-86,-81,start
-72,-63,-69,-68,-82,-82,-79,-83,start
-87,-80,-82,-81,-71,-73,-87,-96,front
-84,-83,-83,-69,-84,-95,-62,-69,back
-64,-68,-79,-74,-79,-93,-78,-87,left
-82,-77,-70,-47,-87,-87,-70,-69,trunk
-72,-69,-78,-68,-84,-89,-77,-83,start
-81,-87,-86,-73,-85,-92,-67,-66,back
-79,-87,-92,-77,-73,-73,-93,-92,front
-81,-84,-80,-68,-81,-92,-69,-60,back
-74,-51,-67,-66,-83,-77,-75,-75,start
-73,-61,-67,-75,-88,-83,-81,-78,start
-70,-68,-65,-68,-92,-78,-94,-78,right
-75,-62,-71,-49,-92,-90,-66,-64,trunk
-74,-63,-71,-51,-85,-91,-72,-64,trunk
-73,-61,-68,-67,-85,-81,-76,-82,start
-69,-78,-87,-73,-72,-93,-72,-90,left
-72,-50,-68,-70,-83,-79,-88,-87,start
-79,-66,-63,-73,-87,-72,-89,-86,right
-58,-69,-72,-63,-80,-88,-81,-82,left
-73,-59,-81,-66,-85,-87,-84,-85,start
-69,-57,-75,-68,-78,-81,-76,-86,start
-67,-66,-73,-52,-87,-88,-64,-66,trunk
-68,-61,-63,-67,-84,-86,-81,-80,start
-80,-78,-80,-57,-87,-87,-76,-63,back
-71,-87,-85,-89,-75,-93,-81,-86,lock
-64,-60,-73,-71,-81,-85,-88,-86,start
-63,-62,-59,-51,-77,-84,-75,-70,start
-75,-81,-86,-79,-67,-76,-85,-94,front
-72,-61,-69,-71,-80,-82,-85,-86,start
-59,-65,-71,-63,-81,-91,-79,-78,start
-78,-69,-70,-36,-90,-91,-69,-68,trunk
-60,-70,-72,-69,-81,-95,-69,-83,left
-82,-86,-87,-84,-82,-92,-71,-69,lock
-78,-87,-92,-79,-67,-71,-92,-92,front
-85,-84,-87,-73,-87,-96,-78,-69,lock
-65,-66,-80,-49,-89,-83,-71,-63,trunk
-77,-87,-61,-73,-87,-73,-87,-81,right
-71,-85,-73,-58,-86,-87,-74,-65,back
-66,-71,-70,-51,-83,-92,-76,-62,trunk
-83,-70,-71,-74,-88,-81,-87,-71,right
-67,-57,-65,-63,-78,-77,-77,-84,start
-82,-76,-86,-91,-80,-57,-90,-88,right
-62,-80,-83,-72,-82,-95,-69,-89,left
-73,-72,-77,-68,-85,-89,-67,-58,back
-77,-68,-71,-67,-94,-93,-97,-89,start
-66,-61,-68,-57,-81,-88,-80,-79,start
-68,-78,-86,-78,-81,-97,-70,-86,left
-73,-74,-80,-66,-82,-90,-59,-75,back
-71,-72,-88,-96,-85,-89,-83,-92,left
-87,-94,-85,-87,-87,-77,-73,-72,lock
-83,-87,-86,-88,-68,-75,-84,-93,front
-66,-59,-68,-46,-83,-92,-66,-67,trunk
-88,-78,-85,-83,-93,-87,-81,-74,lock
-89,-96,-81,-88,-90,-95,-76,-74,lock
-76,-80,-88,-79,-70,-98,-76,-82,left
-80,-84,-78,-74,-84,-87,-65,-76,back
-65,-61,-63,-72,-85,-92,-83,-83,start
-84,-97,-89,-89,-82,-74,-92,-95,lock
-82,-81,-81,-81,-86,-88,-71,-60,back
-63,-57,-65,-67,-77,-83,-77,-77,start
-79,-82,-71,-85,-92,-80,-77,-64,lock
-90,-79,-71,-88,-96,-74,-91,-80,lock
-81,-85,-86,-73,-82,-89,-73,-61,back
-84,-82,-78,-72,-80,-81,-69,-72,back
-84,-75,-78,-79,-83,-69,-88,-77,right
-73,-51,-72,-65,-80,-80,-83,-82,start
-80,-78,-74,-72,-88,-78,-71,-69,back
-63,-78,-87,-70,-76,-96,-69,-86,left
-92,-76,-71,-85,-90,-63,-91,-87,right
-75,-60,-71,-47,-95,-92,-70,-68,trunk
-83,-79,-70,-75,-87,-80,-77,-67,lock
-68,-66,-67,-42,-85,-88,-69,-66,trunk
-73,-61,-70,-44,-85,-94,-67,-76,trunk
-68,-78,-80,-75,-71,-95,-82,-82,left
-82,-91,-80,-76,-70,-62,-88,-80,front
-69,-59,-64,-65,-81,-85,-79,-78,start
-85,-82,-71,-84,-87,-77,-84,-71,right
-92,-87,-71,-80,-86,-70,-95,-77,lock
-73,-90,-90,-71,-78,-93,-71,-79,lock
-65,-61,-62,-57,-84,-87,-87,-75,start
-69,-61,-64,-50,-86,-93,-73,-68,trunk
-85,-80,-84,-81,-69,-74,-90,-86,front
-73,-64,-76,-45,-82,-93,-77,-70,trunk
-86,-87,-94,-86,-73,-75,-88,-92,front
-66,-76,-78,-77,-79,-91,-76,-84,left
-69,-66,-66,-46,-91,-87,-64,-70,trunk
-78,-77,-83,-68,-86,-94,-69,-69,back
-67,-64,-61,-65,-81,-86,-79,-86,start
-83,-86,-84,-77,-67,-68,-87,-91,front
-78,-84,-87,-83,-71,-79,-87,-92,lock
-50,-72,-74,-71,-83,-95,-77,-79,left
-71,-69,-70,-39,-90,-90,-70,-66,trunk
-73,-88,-88,-76,-83,-95,-70,-71,back
-62,-58,-53,-65,-77,-83,-75,-80,start
-83,-78,-73,-84,-87,-65,-86,-88,right
-74,-61,-68,-70,-85,-82,-81,-85,start
-72,-57,-79,-71,-78,-80,-83,-81,start
-78,-85,-94,-72,-85,-93,-72,-71,back
-55,-61,-63,-57,-81,-84,-76,-75,start
-82,-80,-92,-79,-72,-80,-77,-84,lock
-64,-67,-69,-45,-84,-95,-67,-69,trunk
-67,-54,-75,-64,-79,-86,-95,-80,start
-68,-77,-84,-71,-81,-94,-67,-81,left
-64,-76,-86,-73,-83,-93,-68,-89,left
-60,-58,-63,-62,-74,-86,-80,-80,start
-76,-66,-60,-72,-79,-78,-88,-83,right
-70,-48,-71,-61,-84,-93,-84,-84,start
-70,-66,-74,-44,-90,-96,-70,-76,trunk
-80,-82,-85,-73,-85,-89,-66,-64,back
-58,-62,-69,-58,-76,-87,-75,-76,start
-75,-60,-71,-45,-82,-92,-65,-63,trunk
-73,-74,-85,-78,-72,-73,-92,-90,front
-61,-88,-80,-65,-87,-95,-64,-90,left
-70,-80,-84,-79,-72,-91,-73,-77,lock
-82,-89,-92,-86,-62,-76,-82,-88,front
-69,-66,-67,-68,-81,-79,-84,-81,start
-70,-60,-67,-74,-90,-79,-80,-81,start
-61,-62,-72,-68,-80,-96,-89,-82,start
-79,-86,-86,-79,-79,-95,-73,-86,lock
-83,-88,-86,-81,-86,-75,-91,-91,front
-79,-86,-93,-80,-75,-72,-91,-89,front
-75,-64,-71,-68,-82,-82,-92,-87,start
-85,-89,-81,-80,-71,-65,-93,-79,front
-58,-72,-81,-67,-79,-94,-73,-76,left
-67,-62,-72,-48,-82,-96,-64,-66,trunk
-81,-73,-74,-79,-82,-62,-93,-80,right
-85,-72,-79,-62,-81,-90,-65,-73,back
-82,-88,-71,-84,-86,-74,-77,-78,lock
-64,-75,-83,-71,-77,-95,-72,-85,left
-67,-66,-73,-52,-87,-88,-64,-66,trunk
-69,-86,-85,-75,-82,-96,-69,-83,left
-68,-72,-71,-39,-82,-91,-64,-61,trunk
-73,-87,-94,-72,-80,-92,-69,-75,back
-69,-82,-87,-81,-72,-92,-71,-81,lock
-75,-72,-76,-61,-88,-91,-72,-62,back
-76,-77,-88,-72,-67,-92,-82,-82,left
-83,-84,-84,-83,-80,-70,-93,-94,lock
-82,-87,-77,-79,-79,-81,-73,-68,lock
-60,-61,-65,-69,-80,-81,-81,-79,start
-86,-75,-72,-75,-87,-72,-91,-90,right
-79,-82,-84,-79,-76,-74,-87,-91,front
-76,-81,-80,-72,-87,-95,-64,-70,back
-71,-60,-67,-68,-78,-81,-75,-76,start
-67,-85,-90,-73,-82,-94,-72,-84,left
-58,-63,-75,-62,-83,-90,-76,-76,left
-69,-66,-60,-62,-82,-94,-83,-71,start
-88,-90,-80,-87,-92,-90,-77,-78,lock
-78,-66,-78,-74,-80,-82,-81,-82,start
-81,-63,-77,-71,-89,-84,-78,-88,start
-71,-85,-75,-59,-89,-88,-74,-64,back
-52,-68,-72,-69,-81,-96,-82,-83,left
-68,-80,-88,-72,-75,-89,-75,-86,left
-61,-64,-72,-65,-82,-85,-79,-80,start
-70,-61,-73,-48,-87,-88,-67,-66,trunk
-75,-56,-72,-76,-87,-82,-82,-89,start
-81,-81,-91,-74,-75,-69,-87,-92,front
-68,-93,-94,-83,-71,-94,-77,-89,lock
-62,-73,-86,-72,-78,-95,-73,-82,left
-87,-84,-77,-90,-89,-71,-88,-83,lock
-70,-86,-87,-78,-73,-89,-80,-89,lock
-95,-80,-77,-82,-84,-58,-92,-86,right
-63,-59,-68,-59,-87,-93,-75,-81,start
-87,-87,-87,-83,-72,-67,-89,-88,front
-68,-70,-72,-44,-83,-96,-68,-66,trunk
-84,-72,-75,-61,-79,-92,-74,-72,back
-67,-58,-73,-71,-79,-89,-81,-82,start
-72,-83,-90,-75,-84,-93,-76,-80,lock
-71,-81,-84,-63,-86,-95,-56,-73,back
-73,-75,-61,-64,-88,-80,-92,-79,right
-62,-77,-88,-72,-79,-94,-75,-84,left
-83,-73,-66,-77,-92,-76,-92,-79,right
-63,-73,-69,-65,-85,-88,-81,-81,start
-70,-58,-66,-66,-80,-82,-81,-84,start
-83,-82,-84,-83,-61,-71,-87,-89,front
-71,-68,-65,-67,-76,-85,-87,-82,right
-80,-73,-73,-76,-90,-77,-85,-82,right
-72,-82,-85,-73,-68,-87,-76,-86,lock
-78,-85,-83,-80,-64,-78,-83,-89,front
-83,-77,-73,-74,-85,-73,-84,-72,right
-71,-90,-87,-74,-76,-94,-66,-74,lock
-61,-62,-72,-68,-79,-96,-89,-82,start
-73,-60,-62,-57,-76,-82,-87,-79,start
-74,-86,-94,-77,-81,-94,-73,-69,back
-67,-62,-69,-68,-84,-78,-82,-84,start
-79,-81,-89,-77,-73,-71,-87,-91,front
-64,-70,-81,-71,-76,-87,-79,-82,left
-81,-88,-86,-72,-91,-90,-72,-63,back
-58,-61,-71,-76,-80,-96,-89,-81,start
-84,-91,-92,-91,-72,-78,-85,-96,lock
-87,-76,-79,-81,-78,-62,-90,-89,right
-70,-68,-78,-74,-93,-91,-79,-94,start
-65,-56,-68,-59,-82,-86,-78,-73,start
-83,-85,-77,-91,-81,-69,-97,-88,right
-56,-73,-82,-77,-72,-96,-79,-79,left
-79,-86,-88,-70,-86,-94,-71,-72,back
-61,-62,-71,-68,-79,-96,-88,-81,start
-69,-46,-67,-68,-87,-83,-83,-82,start
-75,-66,-74,-69,-80,-93,-78,-91,start
-64,-63,-70,-49,-83,-91,-71,-71,trunk
-75,-78,-85,-68,-83,-94,-71,-76,back
-87,-80,-86,-75,-71,-83,-78,-85,lock
-69,-83,-92,-87,-84,-93,-70,-80,lock
-92,-75,-79,-79,-85,-69,-94,-82,right
-76,-79,-61,-73,-90,-76,-86,-87,right
-75,-66,-73,-64,-83,-89,-89,-84,start
-83,-80,-90,-83,-69,-72,-91,-89,front
-81,-72,-79,-62,-82,-91,-66,-72,back
-67,-74,-67,-66,-88,-95,-87,-80,start
-52,-57,-72,-66,-83,-88,-86,-75,start
-53,-71,-81,-71,-81,-95,-73,-75,left
-73,-53,-71,-68,-86,-82,-76,-88,start
-85,-84,-78,-75,-85,-90,-72,-64,back
-85,-84,-82,-74,-90,-84,-74,-72,lock
-64,-79,-80,-72,-84,-90,-72,-88,left
-66,-72,-82,-69,-83,-93,-69,-84,left
-64,-57,-73,-71,-83,-91,-87,-86,start
-84,-86,-85,-71,-83,-90,-72,-64,back
-72,-64,-72,-71,-76,-83,-85,-87,start
-68,-60,-77,-65,-80,-83,-87,-83,start
-73,-59,-70,-68,-80,-89,-89,-83,start
-61,-73,-87,-75,-77,-91,-71,-85,left
-67,-65,-70,-38,-84,-89,-73,-68,trunk
-73,-72,-55,-73,-89,-79,-84,-85,right
-66,-55,-76,-66,-81,-85,-91,-82,start
-73,-74,-76,-60,-86,-85,-73,-69,back
-80,-80,-78,-65,-88,-89,-64,-68,back
-87,-87,-75,-75,-85,-71,-91,-77,lock
-78,-86,-86,-84,-85,-88,-73,-68,back
-79,-82,-86,-79,-73,-76,-80,-88,front
-82,-72,-69,-41,-84,-96,-70,-67,trunk
-80,-78,-61,-71,-90,-77,-82,-74,right
-81,-92,-91,-84,-72,-72,-87,-97,lock
-70,-46,-73,-68,-81,-88,-87,-88,start
-85,-87,-79,-82,-91,-85,-72,-81,lock
-64,-76,-73,-54,-89,-86,-65,-71,trunk
-88,-94,-78,-72,-92,-81,-71,-73,lock
-83,-89,-91,-81,-64,-73,-88,-90,front
-82,-81,-90,-80,-67,-69,-88,-88,front
-63,-69,-77,-69,-80,-92,-67,-83,left
-64,-63,-70,-49,-83,-91,-71,-71,trunk
-87,-79,-72,-83,-89,-72,-89,-79,right
-89,-80,-81,-78,-86,-84,-69,-66,back
-69,-58,-61,-59,-78,-86,-84,-75,start
-68,-58,-66,-60,-81,-89,-73,-71,start
-61,-73,-84,-80,-78,-97,-72,-81,left
-76,-75,-70,-72,-88,-76,-86,-72,right
-85,-87,-66,-77,-84,-71,-94,-76,right
-81,-76,-73,-63,-95,-91,-78,-67,back
-84,-74,-72,-86,-88,-61,-90,-87,right
-84,-87,-77,-78,-85,-82,-73,-75,lock
-70,-55,-73,-67,-79,-86,-83,-84,start
-84,-86,-71,-70,-81,-88,-73,-64,back
-73,-90,-88,-79,-60,-78,-83,-86,front
-75,-64,-63,-64,-72,-83,-83,-79,start
-86,-86,-84,-82,-73,-66,-87,-83,front
-76,-78,-84,-67,-86,-90,-65,-62,back
-73,-81,-89,-76,-84,-96,-66,-73,back
-88,-81,-77,-79,-82,-89,-72,-72,back
-71,-58,-73,-67,-84,-75,-86,-88,start
-59,-73,-76,-69,-81,-97,-72,-84,left
-64,-79,-86,-79,-80,-91,-72,-90,left
-75,-75,-76,-60,-89,-88,-72,-74,back
-81,-78,-75,-69,-81,-91,-70,-75,back
-55,-56,-67,-58,-78,-83,-79,-72,start
-91,-89,-82,-85,-72,-71,-94,-88,lock
-68,-72,-67,-44,-86,-96,-74,-72,trunk
-84,-90,-88,-79,-75,-63,-94,-80,front
-82,-88,-82,-81,-72,-63,-85,-89,front
-85,-80,-83,-81,-90,-81,-91,-77,lock
-91,-82,-74,-72,-93,-84,-70,-61,back
-84,-84,-90,-86,-69,-76,-86,-91,front
-71,-85,-73,-58,-86,-87,-74,-65,back
-79,-73,-66,-83,-84,-72,-87,-76,right
-71,-57,-68,-58,-92,-82,-78,-83,start
-68,-68,-69,-47,-78,-88,-67,-69,trunk
-69,-89,-86,-79,-76,-93,-75,-84,lock
-81,-77,-73,-58,-82,-90,-73,-69,back
-81,-84,-81,-87,-66,-79,-85,-88,front
-84,-87,-82,-84,-77,-71,-92,-89,lock
-65,-74,-84,-72,-75,-93,-76,-82,left
-85,-89,-84,-85,-86,-91,-73,-77,lock
-64,-65,-73,-49,-80,-91,-62,-67,trunk
-82,-82,-86,-72,-83,-92,-72,-64,back
-65,-62,-72,-44,-82,-88,-71,-70,trunk
-75,-58,-75,-71,-89,-89,-84,-89,start
-58,-76,-83,-71,-79,-92,-74,-80,left
-72,-84,-86,-74,-90,-87,-73,-75,back
-71,-54,-79,-71,-90,-88,-85,-84,start
-73,-60,-78,-69,-78,-94,-82,-82,start
-68,-61,-50,-66,-77,-79,-76,-80,start
-83,-83,-91,-82,-71,-70,-88,-94,front
-78,-74,-77,-65,-86,-92,-65,-75,back
-66,-66,-72,-52,-88,-93,-67,-64,trunk
-63,-78,-86,-81,-78,-91,-70,-86,left
-67,-68,-67,-43,-89,-88,-69,-63,trunk
-79,-51,-71,-69,-84,-82,-91,-83,start
-68,-79,-80,-67,-85,-91,-69,-85,left
-84,-69,-70,-78,-90,-73,-86,-85,right
-77,-82,-87,-85,-67,-79,-77,-94,front
-73,-82,-89,-89,-68,-78,-78,-93,front
-83,-91,-100,-88,-69,-75,-94,-91,front
-72,-71,-72,-53,-85,-91,-70,-67,back
-73,-62,-73,-44,-79,-88,-66,-70,trunk
-82,-87,-78,-77,-85,-86,-72,-79,lock
-63,-66,-68,-67,-80,-92,-86,-84,start
-89,-83,-71,-80,-84,-71,-91,-81,lock
-81,-90,-83,-88,-90,-70,-83,-76,lock
-69,-65,-71,-49,-89,-93,-64,-64,trunk
-84,-68,-80,-80,-88,-72,-85,-88,right
-86,-85,-82,-72,-88,-81,-71,-71,back
-82,-83,-91,-80,-69,-74,-81,-90,front
-70,-60,-81,-62,-75,-84,-83,-81,start
-72,-63,-68,-59,-83,-81,-83,-88,start
