RSSI LEFT_ORIGIN,RSSI MIDDLE_ORIGIN,RSSI RIGHT_ORIGIN,RSSI TRUNK_ORIGIN,RSSI FRONTLEFT_ORIGIN,RSSI FRONTRIGHT_ORIGIN,RSSI REARLEFT_ORIGIN,RSSI REARRIGHT_ORIGIN,class
-73,-64,-70,-64,-76,-83,-90,-80,start
-64,-71,-80,-71,-82,-95,-68,-81,left
-86,-86,-84,-82,-73,-66,-87,-83,front
-72,-57,-76,-69,-75,-86,-85,-85,start
-62,-70,-71,-63,-83,-85,-78,-78,start
-71,-85,-88,-80,-74,-92,-75,-87,lock
-68,-64,-60,-65,-81,-86,-79,-84,start
-74,-80,-89,-72,-80,-93,-74,-71,back
-87,-83,-89,-75,-86,-90,-80,-71,lock
-55,-64,-70,-57,-74,-84,-81,-81,start
-88,-85,-91,-77,-62,-80,-82,-87,lock
-67,-47,-74,-65,-85,-87,-84,-86,start
-82,-77,-71,-75,-84,-73,-94,-78,right
-79,-84,-80,-76,-86,-90,-71,-61,back
-82,-75,-69,-74,-86,-75,-86,-68,right
-85,-83,-82,-82,-86,-73,-94,-83,lock
-53,-69,-82,-71,-77,-94,-74,-76,left
-70,-66,-66,-44,-82,-94,-68,-68,trunk
-78,-80,-85,-81,-70,-79,-81,-92,front
-76,-83,-88,-83,-84,-93,-73,-77,lock
-75,-61,-67,-66,-79,-93,-85,-89,start
-58,-72,-84,-71,-82,-91,-72,-86,left
-59,-75,-86,-71,-80,-96,-74,-86,left
-72,-61,-77,-71,-84,-86,-84,-86,start
-54,-69,-82,-71,-78,-93,-75,-77,left
-89,-90,-87,-89,-77,-70,-85,-94,front
-57,-61,-71,-74,-80,-94,-87,-81,start
-71,-86,-89,-78,-75,-99,-64,-83,left
-81,-87,-89,-82,-76,-65,-89,-95,front
-71,-69,-75,-72,-81,-89,-79,-74,start
-72,-62,-72,-72,-87,-87,-79,-87,start
-81,-79,-87,-83,-72,-74,-93,-90,front
-69,-65,-64,-48,-90,-95,-68,-67,trunk
-72,-86,-84,-72,-90,-93,-65,-59,back
-68,-61,-50,-66,-77,-79,-76,-80,start
-72,-82,-89,-76,-72,-94,-74,-92,lock
-68,-58,-77,-61,-80,-84,-78,-79,start
-68,-93,-94,-83,-71,-94,-77,-89,lock
-85,-84,-94,-90,-79,-95,-72,-77,lock
-81,-92,-81,-83,-95,-89,-72,-69,lock
-79,-76,-77,-80,-87,-67,-88,-82,right
-82,-80,-84,-84,-71,-74,-90,-88,front
-83,-71,-65,-78,-84,-73,-91,-81,right
-69,-62,-67,-64,-79,-90,-88,-80,start
-74,-82,-90,-69,-87,-93,-69,-68,back
-54,-62,-77,-72,-81,-94,-82,-81,left
-68,-63,-61,-59,-84,-82,-78,-82,start
-72,-61,-68,-38,-85,-94,-71,-70,trunk
-75,-52,-76,-66,-84,-82,-83,-85,start
-79,-70,-78,-61,-91,-92,-78,-67,back
-69,-64,-70,-65,-80,-76,-75,-89,start
-75,-62,-67,-58,-85,-79,-79,-83,start
-79,-84,-92,-75,-92,-92,-76,-66,back
-89,-94,-92,-89,-72,-76,-86,-94,lock
-75,-74,-69,-71,-88,-77,-83,-79,right
-68,-63,-72,-62,-82,-93,-81,-81,start
-76,-82,-87,-78,-72,-89,-79,-90,lock
-68,-79,-81,-81,-75,-98,-63,-76,left
-85,-80,-79,-81,-85,-81,-90,-77,lock
-77,-67,-73,-36,-93,-94,-67,-67,trunk
-80,-83,-89,-86,-65,-78,-83,-88,front
-71,-78,-76,-57,-89,-94,-71,-64,back
-77,-90,-87,-82,-73,-89,-76,-89,lock
-86,-75,-79,-83,-88,-73,-82,-73,lock
-78,-85,-92,-71,-87,-94,-68,-74,back
-66,-63,-69,-57,-86,-90,-68,-61,trunk
-84,-82,-71,-78,-88,-71,-89,-76,right
-79,-85,-86,-78,-65,-75,-91,-95,front
-74,-78,-77,-73,-79,-93,-63,-65,back
-61,-64,-71,-67,-80,-88,-81,-86,start
-82,-88,-82,-81,-72,-63,-85,-89,front
-83,-74,-67,-79,-86,-66,-89,-80,right
-85,-77,-84,-89,-79,-58,-88,-88,right
-69,-70,-70,-34,-91,-95,-76,-71,trunk
-85,-78,-86,-84,-71,-71,-89,-84,front
-69,-58,-73,-69,-79,-79,-76,-89,start
-65,-58,-71,-63,-86,-83,-87,-79,start
-75,-47,-68,-60,-89,-93,-88,-83,start
-59,-59,-70,-58,-81,-89,-76,-75,start
-89,-81,-79,-77,-78,-70,-92,-87,front
-63,-73,-89,-73,-74,-96,-84,-83,left
-85,-76,-77,-77,-88,-64,-90,-83,right
-85,-74,-87,-76,-66,-74,-91,-91,front
-70,-65,-73,-61,-81,-88,-85,-86,start
-70,-65,-73,-38,-94,-89,-69,-68,trunk
-77,-76,-61,-69,-89,-74,-90,-75,right
-63,-62,-73,-62,-81,-92,-83,-76,start
-72,-65,-65,-42,-88,-89,-69,-64,trunk
-58,-63,-74,-71,-81,-92,-76,-82,left
-81,-85,-72,-79,-90,-77,-84,-67,right
-75,-70,-70,-45,-85,-88,-69,-67,trunk
-68,-77,-87,-74,-75,-89,-75,-84,left
-84,-86,-77,-77,-86,-71,-88,-81,lock
-65,-58,-65,-73,-75,-86,-80,-79,start
-68,-67,-70,-49,-82,-94,-69,-66,trunk
-82,-72,-63,-74,-92,-72,-85,-72,right
-65,-77,-79,-72,-88,-92,-70,-84,left
-78,-86,-92,-81,-64,-81,-86,-87,front
-83,-86,-89,-75,-88,-93,-70,-70,lock
-87,-87,-82,-85,-74,-71,-87,-88,lock
-75,-72,-73,-77,-88,-74,-94,-72,right
-65,-62,-72,-45,-91,-85,-65,-68,trunk
-81,-83,-81,-67,-82,-92,-69,-59,back
-80,-72,-62,-68,-89,-79,-82,-77,right
-70,-55,-68,-67,-82,-85,-88,-88,start
-83,-86,-84,-86,-69,-72,-90,-90,front
-66,-42,-78,-69,-85,-82,-81,-80,start
-87,-85,-89,-67,-92,-91,-72,-62,back
-85,-84,-79,-81,-74,-72,-92,-86,lock
-67,-69,-74,-39,-90,-94,-72,-78,trunk
-79,-51,-72,-65,-84,-80,-88,-83,start
-73,-72,-75,-59,-90,-93,-71,-67,back
-77,-89,-93,-83,-67,-91,-79,-91,lock
-82,-85,-87,-69,-85,-95,-64,-65,back
-92,-75,-79,-79,-85,-69,-94,-82,right
-76,-84,-79,-74,-82,-91,-75,-79,back
-88,-85,-78,-86,-85,-69,-94,-83,lock
-73,-66,-60,-76,-81,-76,-89,-85,right
-68,-62,-61,-67,-86,-84,-91,-78,start
-84,-79,-88,-74,-75,-71,-85,-93,front
-75,-65,-68,-47,-91,-94,-71,-66,trunk
-71,-53,-68,-61,-80,-80,-79,-80,start
-76,-64,-69,-66,-84,-94,-78,-82,start
-75,-65,-63,-47,-92,-94,-67,-67,trunk
-52,-63,-76,-58,-81,-84,-75,-81,start
-51,-65,-76,-59,-82,-85,-76,-82,start
-80,-70,-67,-72,-90,-79,-80,-76,right
-74,-55,-72,-70,-82,-85,-80,-79,start
-78,-89,-85,-72,-91,-90,-69,-71,lock
-75,-85,-86,-66,-81,-95,-61,-79,back
-86,-90,-86,-89,-78,-71,-96,-83,lock
-71,-84,-96,-75,-65,-85,-86,-89,lock
-76,-85,-89,-76,-68,-72,-87,-90,front
-73,-82,-89,-69,-86,-93,-68,-69,back
-71,-46,-70,-68,-78,-74,-85,-85,start
-91,-80,-87,-78,-67,-73,-97,-91,front
-65,-72,-76,-77,-75,-96,-74,-88,left
-79,-92,-95,-89,-70,-72,-96,-94,front
-85,-86,-90,-83,-66,-75,-87,-92,front
-80,-87,-89,-78,-60,-73,-91,-97,front
-69,-82,-86,-78,-78,-98,-64,-83,left
-91,-82,-80,-89,-90,-71,-91,-85,right
-91,-78,-73,-91,-83,-70,-95,-83,right
-85,-85,-87,-81,-69,-70,-91,-90,front
-75,-62,-67,-58,-85,-79,-79,-83,start
-77,-84,-86,-81,-70,-73,-76,-96,front
-78,-72,-71,-73,-88,-74,-89,-85,right
-65,-60,-48,-59,-73,-79,-77,-83,start
-79,-89,-86,-79,-90,-92,-70,-72,lock
-90,-84,-74,-76,-94,-81,-72,-72,lock
-71,-82,-91,-72,-76,-92,-72,-85,lock
-72,-66,-79,-71,-82,-95,-90,-87,start
-72,-59,-83,-61,-73,-84,-85,-91,start
-82,-80,-88,-79,-68,-85,-73,-92,lock
-63,-75,-91,-75,-73,-96,-71,-81,left
-82,-82,-75,-73,-84,-64,-97,-80,right
-84,-87,-90,-77,-65,-70,-92,-91,front
-86,-82,-92,-79,-71,-73,-91,-93,front
-72,-73,-83,-58,-87,-92,-77,-71,back
-65,-77,-92,-72,-77,-88,-74,-88,left
-89,-76,-76,-80,-83,-64,-91,-86,right
-67,-64,-72,-53,-84,-93,-73,-69,trunk
-88,-75,-78,-86,-84,-68,-90,-84,right
-83,-84,-82,-77,-69,-69,-91,-86,front
-68,-61,-71,-44,-84,-90,-72,-69,trunk
-91,-83,-78,-89,-87,-72,-84,-82,lock
-79,-81,-93,-79,-65,-88,-79,-86,lock
-66,-60,-70,-40,-91,-89,-64,-68,trunk
-59,-74,-84,-81,-78,-97,-74,-88,left
-70,-80,-93,-71,-80,-97,-69,-89,left
-62,-54,-70,-70,-80,-87,-82,-86,start
-88,-88,-92,-87,-67,-73,-85,-91,front
-68,-61,-68,-59,-82,-90,-85,-90,start
-82,-81,-76,-70,-86,-91,-73,-61,back
-70,-79,-89,-84,-75,-87,-79,-86,left
-69,-63,-69,-67,-85,-91,-87,-78,start
-76,-73,-73,-65,-85,-97,-70,-78,back
-59,-73,-84,-69,-74,-90,-74,-88,left
-72,-82,-72,-53,-83,-94,-72,-69,back
-72,-65,-65,-42,-88,-89,-69,-64,trunk
-79,-80,-88,-71,-87,-86,-67,-62,back
-75,-64,-66,-47,-90,-87,-70,-72,trunk
-86,-85,-91,-84,-71,-72,-87,-96,front
-73,-66,-68,-44,-83,-91,-72,-69,trunk
-75,-73,-89,-79,-70,-73,-92,-86,front
-60,-69,-72,-69,-79,-95,-67,-87,left
-67,-52,-73,-65,-76,-83,-82,-80,start
-81,-93,-87,-98,-68,-77,-89,-93,lock
-66,-60,-62,-58,-77,-83,-76,-77,start
-70,-87,-84,-81,-83,-92,-76,-89,lock
-90,-82,-92,-78,-83,-92,-79,-74,lock
-79,-81,-83,-75,-82,-87,-69,-64,back
-83,-89,-90,-79,-85,-84,-78,-77,lock
-69,-62,-60,-64,-78,-86,-81,-82,start
-74,-71,-76,-63,-89,-87,-74,-71,back
-71,-63,-67,-41,-82,-90,-70,-79,trunk
-84,-76,-74,-83,-91,-84,-87,-69,right
-63,-59,-73,-62,-81,-92,-82,-76,start
-94,-77,-73,-76,-89,-74,-86,-85,right
-84,-74,-72,-73,-91,-72,-84,-76,right
-82,-72,-79,-74,-85,-65,-90,-77,right
-83,-88,-77,-76,-89,-87,-70,-73,lock
-65,-84,-91,-77,-90,-100,-68,-84,left
-85,-81,-88,-77,-71,-74,-90,-97,front
-56,-74,-80,-71,-73,-92,-73,-82,left
-77,-83,-67,-76,-83,-71,-86,-73,right
-79,-75,-72,-37,-88,-89,-68,-69,trunk
-75,-72,-77,-62,-89,-92,-72,-63,back
-63,-61,-64,-60,-86,-84,-85,-81,start
-56,-63,-79,-72,-80,-88,-82,-81,start
-74,-86,-87,-78,-79,-93,-72,-94,lock
-89,-94,-88,-94,-78,-72,-98,-85,lock
-74,-58,-70,-71,-78,-88,-92,-89,start
-67,-61,-82,-69,-81,-92,-79,-88,start
-87,-83,-80,-78,-71,-65,-88,-82,front
-65,-65,-72,-48,-89,-82,-71,-64,trunk
-69,-55,-71,-63,-79,-84,-85,-77,start
-51,-69,-71,-72,-84,-92,-77,-72,left
-68,-85,-84,-79,-74,-95,-75,-90,lock
-67,-66,-75,-63,-81,-90,-75,-80,start
-92,-88,-72,-78,-79,-67,-94,-86,right
-87,-87,-80,-82,-69,-65,-85,-85,lock
-68,-62,-70,-69,-80,-94,-87,-84,start
-72,-86,-85,-77,-78,-95,-71,-84,left
-80,-84,-91,-82,-67,-77,-85,-90,front
-83,-91,-88,-85,-77,-90,-75,-81,lock
-68,-56,-73,-65,-80,-81,-80,-76,start
-68,-67,-70,-49,-82,-94,-69,-66,trunk
-78,-61,-69,-64,-83,-96,-84,-82,start
-81,-81,-79,-76,-77,-82,-71,-74,back
-74,-56,-73,-67,-86,-86,-85,-90,start
-63,-73,-80,-71,-83,-99,-69,-77,left
-77,-69,-71,-36,-90,-91,-68,-68,trunk
-83,-80,-88,-81,-66,-69,-91,-88,front
-84,-76,-74,-79,-85,-61,-91,-87,right
-77,-82,-94,-74,-77,-94,-80,-89,lock
-75,-65,-68,-70,-85,-87,-89,-89,start
-69,-64,-71,-56,-89,-95,-69,-63,trunk
-77,-81,-85,-73,-81,-96,-76,-84,lock
-73,-82,-90,-78,-67,-85,-81,-87,lock
-57,-66,-73,-61,-81,-94,-77,-80,left
-84,-82,-72,-82,-89,-80,-74,-74,right
-85,-74,-79,-73,-86,-71,-91,-77,right
-80,-73,-85,-85,-79,-65,-94,-89,right
-74,-86,-87,-90,-68,-83,-85,-90,lock
-69,-63,-65,-65,-79,-90,-79,-82,start
-76,-62,-71,-64,-80,-81,-83,-80,start
-88,-94,-92,-79,-69,-69,-89,-85,front
-78,-76,-87,-85,-61,-90,-83,-88,front
-84,-82,-78,-73,-85,-85,-72,-71,back
-85,-76,-77,-86,-87,-84,-90,-68,right
-71,-57,-75,-66,-78,-80,-83,-89,start
-72,-65,-69,-70,-79,-85,-87,-84,start
-79,-69,-70,-36,-90,-91,-70,-68,trunk
-85,-74,-91,-74,-71,-70,-90,-95,front
-77,-75,-74,-55,-89,-90,-74,-59,back
-78,-87,-90,-80,-63,-74,-82,-89,front
-66,-85,-89,-77,-88,-98,-67,-84,left
-76,-79,-90,-71,-82,-96,-61,-70,back
-81,-88,-87,-83,-70,-92,-76,-90,lock
-59,-77,-84,-71,-72,-97,-77,-78,left
-73,-79,-86,-75,-82,-94,-66,-69,back
-85,-82,-71,-83,-89,-82,-77,-67,lock
-73,-67,-75,-52,-89,-97,-71,-75,back
-85,-80,-83,-81,-90,-81,-91,-77,lock
-86,-87,-91,-80,-74,-73,-89,-87,lock
-69,-60,-71,-42,-86,-93,-70,-65,trunk
-67,-76,-88,-81,-73,-90,-76,-83,left
-70,-68,-65,-68,-92,-78,-94,-78,right
-86,-78,-79,-68,-86,-93,-63,-72,back
-89,-89,-88,-89,-73,-68,-88,-86,lock
-74,-86,-87,-90,-68,-83,-85,-90,lock
-66,-69,-68,-43,-91,-93,-72,-70,trunk
-82,-71,-69,-87,-86,-68,-91,-79,right
-69,-70,-70,-34,-91,-95,-76,-71,trunk
-65,-72,-69,-35,-85,-88,-74,-63,trunk
-82,-84,-86,-68,-87,-88,-60,-64,back
-70,-66,-66,-44,-82,-94,-68,-68,trunk
-90,-81,-83,-75,-83,-89,-71,-68,back
-73,-57,-75,-60,-79,-81,-78,-77,start
-87,-72,-74,-73,-95,-76,-88,-69,right
-78,-72,-62,-72,-85,-71,-90,-82,right
-72,-55,-71,-70,-78,-84,-82,-75,start
-70,-82,-89,-80,-74,-91,-77,-85,lock
-74,-80,-71,-75,-85,-72,-91,-71,right
-69,-64,-71,-56,-89,-95,-69,-63,trunk
-82,-85,-85,-73,-79,-96,-77,-78,lock
-71,-82,-89,-73,-75,-92,-71,-87,lock
-66,-64,-63,-63,-86,-86,-89,-74,start
-79,-78,-74,-73,-89,-87,-70,-60,back
-75,-92,-95,-83,-68,-82,-86,-94,lock
-64,-67,-69,-45,-84,-95,-67,-69,trunk
-73,-53,-71,-68,-86,-82,-76,-88,start
-67,-54,-75,-64,-79,-86,-95,-80,start
-69,-61,-72,-43,-81,-86,-68,-65,trunk
-79,-80,-86,-71,-83,-89,-58,-66,back
-62,-79,-88,-74,-79,-93,-74,-86,left
-57,-61,-72,-74,-80,-93,-89,-81,start
-79,-74,-71,-79,-84,-72,-86,-79,right
-82,-81,-76,-76,-82,-72,-85,-76,right
-61,-52,-68,-63,-84,-91,-86,-86,start
-80,-76,-77,-57,-92,-92,-86,-68,back
-63,-58,-69,-59,-74,-86,-80,-77,start
-79,-83,-74,-74,-88,-84,-73,-71,back
-72,-63,-68,-59,-83,-81,-83,-88,start
-77,-85,-88,-78,-85,-92,-70,-72,lock
-70,-65,-74,-68,-85,-93,-84,-90,start
-78,-80,-73,-70,-86,-89,-69,-65,back
-81,-89,-92,-89,-65,-73,-82,-93,front
-72,-58,-78,-68,-81,-82,-77,-83,start
-71,-75,-80,-70,-78,-96,-66,-76,back
-92,-79,-75,-83,-91,-64,-92,-84,right
-75,-87,-91,-73,-85,-93,-76,-83,lock
-64,-74,-76,-76,-77,-92,-74,-80,left
-68,-71,-75,-43,-88,-90,-64,-63,trunk
-70,-66,-70,-65,-83,-91,-80,-82,start
-76,-70,-62,-75,-74,-83,-84,-82,right
-75,-73,-78,-61,-84,-92,-71,-71,back
-73,-80,-87,-74,-77,-94,-71,-73,lock
-68,-62,-72,-45,-82,-85,-66,-66,trunk
-77,-88,-90,-79,-79,-91,-66,-74,lock
-73,-87,-87,-88,-60,-77,-84,-94,front
-71,-58,-70,-64,-82,-90,-78,-80,start
-76,-61,-69,-42,-86,-90,-65,-67,trunk
-69,-61,-64,-63,-79,-87,-84,-83,start
-69,-59,-67,-63,-80,-90,-75,-86,start
-76,-78,-90,-90,-73,-78,-80,-92,front
-61,-60,-78,-67,-82,-88,-82,-80,start
-72,-77,-78,-65,-88,-89,-69,-65,back
-75,-51,-71,-66,-85,-83,-87,-83,start
-74,-63,-75,-49,-90,-88,-69,-68,trunk
-73,-76,-78,-73,-78,-94,-65,-65,back
-75,-52,-76,-66,-84,-82,-83,-85,start
-79,-70,-78,-61,-91,-92,-78,-67,back
-74,-52,-71,-68,-81,-82,-85,-82,start
-48,-73,-77,-76,-77,-97,-77,-80,left
-74,-60,-72,-73,-83,-83,-82,-81,start
-67,-58,-60,-57,-75,-78,-77,-83,start
-61,-80,-85,-85,-82,-96,-69,-78,left
-65,-64,-73,-70,-81,-92,-80,-76,start
-75,-46,-68,-62,-87,-96,-88,-79,start
-74,-80,-71,-75,-85,-72,-91,-71,right
-69,-69,-73,-50,-101,-95,-68,-71,trunk
-91,-72,-74,-72,-93,-74,-89,-70,right
-85,-78,-69,-80,-88,-67,-87,-83,right
-75,-60,-63,-67,-84,-83,-85,-78,start
-73,-69,-66,-45,-89,-87,-67,-66,trunk
-82,-89,-81,-75,-71,-63,-87,-85,front
-76,-91,-92,-79,-66,-77,-83,-92,front
-75,-83,-89,-91,-72,-83,-81,-95,front
-71,-76,-64,-64,-88,-82,-85,-73,right
-85,-79,-85,-78,-70,-74,-85,-91,front
-90,-84,-72,-78,-81,-69,-92,-82,right
-89,-88,-73,-82,-92,-74,-81,-81,lock
-67,-62,-77,-75,-80,-93,-77,-81,left
-78,-90,-89,-84,-79,-90,-74,-72,lock
-78,-76,-67,-72,-87,-81,-85,-74,right
-72,-78,-89,-81,-70,-91,-79,-91,left
-72,-65,-64,-63,-77,-89,-81,-84,start
-79,-89,-78,-77,-73,-65,-87,-85,front
-71,-62,-69,-43,-89,-89,-64,-73,trunk
-73,-53,-76,-71,-78,-84,-82,-92,start
-63,-79,-85,-72,-79,-95,-67,-88,left
-77,-72,-70,-81,-87,-74,-86,-77,right
-69,-83,-86,-82,-83,-95,-77,-82,lock
-80,-84,-87,-81,-67,-68,-88,-91,front
-82,-86,-83,-75,-90,-91,-68,-61,back
-66,-67,-69,-45,-84,-94,-73,-71,trunk
-87,-88,-79,-90,-84,-66,-94,-91,right
-88,-80,-87,-78,-67,-73,-94,-91,front
-81,-90,-79,-79,-76,-69,-85,-83,lock
-89,-83,-76,-84,-87,-64,-98,-91,right
-67,-61,-78,-62,-81,-87,-81,-85,start
-71,-75,-72,-45,-91,-91,-71,-72,trunk
-62,-71,-76,-65,-90,-92,-68,-84,left
-76,-80,-87,-73,-84,-89,-64,-76,back
-70,-79,-86,-75,-70,-95,-78,-85,left
-90,-79,-89,-84,-79,-69,-90,-82,lock
-85,-91,-89,-80,-71,-69,-89,-89,front
-67,-56,-62,-58,-79,-83,-80,-83,start
-73,-81,-80,-77,-86,-94,-61,-77,back
-69,-44,-73,-71,-85,-85,-83,-85,start
-84,-84,-90,-94,-67,-80,-91,-94,front
-89,-81,-75,-74,-85,-87,-72,-75,back
-67,-67,-67,-45,-83,-91,-69,-63,trunk
-74,-60,-75,-75,-80,-82,-84,-85,start
-85,-85,-83,-72,-89,-88,-71,-60,back
-72,-93,-91,-80,-82,-92,-77,-85,lock
-85,-87,-80,-83,-74,-71,-92,-89,lock
-74,-81,-88,-73,-79,-91,-71,-85,lock
-69,-79,-78,-71,-72,-93,-79,-80,left
-82,-86,-87,-72,-82,-89,-73,-61,back
-77,-88,-81,-75,-87,-95,-66,-72,back
-71,-58,-79,-67,-79,-81,-78,-76,start
-78,-80,-82,-88,-63,-78,-87,-91,front
-69,-56,-69,-63,-82,-83,-82,-75,start
-76,-58,-68,-71,-80,-83,-88,-81,start
-55,-67,-73,-61,-81,-90,-75,-88,left
-73,-80,-89,-78,-88,-96,-66,-71,back
-83,-81,-67,-83,-86,-76,-87,-73,right
-73,-63,-68,-53,-86,-92,-65,-64,trunk
-78,-85,-74,-63,-95,-85,-74,-63,back
-80,-82,-81,-76,-71,-71,-90,-86,front
-88,-69,-78,-80,-90,-73,-89,-88,right
-72,-71,-66,-48,-92,-89,-69,-64,trunk
-84,-81,-71,-87,-86,-73,-73,-69,right
-73,-79,-89,-72,-92,-93,-66,-80,back
-62,-76,-92,-76,-74,-96,-72,-82,left
-60,-58,-72,-56,-76,-84,-88,-81,start
-76,-85,-90,-81,-75,-88,-76,-80,lock
-73,-64,-73,-50,-88,-93,-67,-66,trunk
-65,-80,-85,-71,-78,-97,-79,-87,left
-68,-54,-68,-68,-81,-73,-80,-82,start
-80,-94,-71,-74,-94,-73,-75,-72,right
-85,-86,-73,-87,-89,-73,-80,-81,lock
-79,-90,-85,-81,-74,-82,-85,-90,lock
-93,-91,-86,-85,-75,-68,-86,-85,front
-77,-84,-84,-66,-83,-95,-62,-72,back
-60,-61,-72,-54,-76,-84,-77,-77,start
-87,-81,-72,-75,-84,-60,-94,-84,right
-79,-60,-66,-65,-82,-78,-88,-78,start
-72,-69,-78,-68,-84,-89,-77,-83,start
-91,-84,-82,-90,-92,-73,-91,-87,right
-71,-60,-66,-60,-79,-91,-85,-80,start
-72,-86,-87,-80,-76,-91,-75,-94,lock
-86,-82,-81,-81,-78,-70,-92,-88,front
-84,-75,-78,-79,-83,-69,-88,-77,right
-73,-69,-81,-72,-86,-73,-90,-93,right
-65,-64,-71,-65,-81,-81,-80,-78,start
-76,-80,-89,-89,-70,-81,-81,-92,front
-77,-80,-81,-74,-85,-88,-71,-62,back
-76,-79,-75,-74,-85,-88,-84,-86,start
-62,-62,-71,-69,-79,-96,-89,-82,start
-70,-53,-72,-67,-83,-91,-80,-81,start
-77,-48,-71,-62,-81,-78,-88,-80,start
-60,-78,-76,-77,-83,-92,-71,-85,left
-80,-80,-60,-76,-89,-75,-82,-74,right
-83,-80,-88,-78,-68,-69,-88,-89,front
-85,-75,-72,-71,-92,-71,-84,-76,right
-64,-69,-74,-63,-82,-88,-83,-87,start
-69,-72,-75,-37,-87,-92,-68,-66,trunk
-74,-82,-88,-85,-69,-88,-82,-80,lock
-77,-81,-86,-72,-92,-93,-69,-62,back
-79,-83,-79,-73,-80,-85,-69,-75,back
-77,-89,-88,-81,-73,-88,-77,-85,lock
-69,-60,-68,-45,-86,-88,-73,-62,trunk
-83,-75,-80,-78,-79,-63,-91,-85,right
-73,-73,-67,-48,-80,-91,-68,-66,trunk
-84,-79,-89,-83,-71,-70,-88,-94,front
-65,-62,-67,-37,-84,-89,-61,-65,trunk
-87,-72,-74,-73,-95,-76,-88,-69,right
-87,-88,-88,-82,-72,-70,-87,-86,lock
-79,-74,-70,-72,-89,-73,-85,-76,right
-70,-69,-68,-42,-85,-88,-66,-62,trunk
-69,-64,-59,-62,-79,-89,-81,-81,start
-74,-72,-83,-68,-84,-88,-66,-57,back
-72,-69,-76,-72,-89,-92,-79,-75,start
-64,-57,-72,-71,-82,-94,-86,-85,start
-71,-60,-71,-69,-79,-93,-82,-83,start
-79,-74,-77,-71,-90,-96,-68,-64,back
-67,-87,-83,-75,-77,-90,-75,-86,lock
-77,-73,-84,-64,-86,-87,-77,-71,back
-76,-80,-78,-64,-88,-91,-62,-69,back
-57,-72,-82,-73,-77,-95,-75,-76,left
-64,-71,-83,-71,-84,-97,-76,-84,left
-87,-92,-93,-88,-72,-74,-95,-98,lock
-72,-81,-90,-64,-84,-92,-58,-73,back
-59,-69,-82,-72,-80,-96,-71,-83,left
-75,-81,-89,-81,-69,-83,-83,-93,lock
-87,-73,-75,-79,-91,-63,-93,-84,right
-81,-94,-93,-86,-72,-84,-89,-89,lock
-71,-60,-76,-78,-83,-69,-83,-85,start
-70,-64,-74,-46,-84,-83,-64,-68,trunk
-57,-63,-65,-59,-83,-86,-75,-75,start
-84,-83,-87,-89,-63,-77,-88,-93,front
-77,-80,-83,-68,-91,-90,-73,-62,back
-71,-71,-70,-44,-87,-87,-68,-61,trunk
-58,-74,-75,-75,-78,-95,-72,-84,left
-74,-85,-86,-72,-83,-93,-60,-74,back
-78,-77,-85,-75,-89,-94,-57,-83,back
-73,-83,-82,-81,-71,-91,-75,-77,left
-64,-72,-66,-50,-83,-88,-72,-69,trunk
-81,-81,-86,-78,-79,-70,-89,-89,front
-61,-79,-82,-72,-84,-94,-69,-88,left
-81,-78,-67,-72,-88,-76,-92,-76,right
-58,-76,-83,-67,-87,-95,-66,-87,left
-74,-79,-88,-78,-70,-71,-88,-90,front
-72,-53,-69,-69,-78,-78,-83,-80,start
-77,-80,-85,-71,-86,-90,-67,-64,back
-83,-87,-92,-84,-69,-69,-90,-87,front
-65,-63,-71,-57,-85,-89,-67,-62,trunk
-83,-86,-82,-73,-82,-93,-67,-61,back
-85,-79,-70,-80,-84,-66,-93,-88,right
-66,-70,-76,-38,-82,-90,-67,-64,trunk
-77,-51,-66,-67,-74,-75,-83,-76,start
-74,-61,-71,-47,-86,-87,-69,-74,trunk
-80,-79,-84,-70,-81,-87,-59,-67,back
-50,-77,-78,-71,-86,-93,-85,-77,left
-85,-77,-68,-81,-87,-67,-92,-82,right
-69,-58,-72,-62,-83,-79,-79,-73,start
-83,-85,-86,-85,-70,-72,-89,-95,front
-84,-73,-79,-72,-85,-70,-90,-76,right
-65,-65,-68,-33,-87,-88,-67,-65,trunk
-77,-88,-94,-92,-75,-85,-84,-93,lock
-78,-84,-90,-83,-68,-74,-93,-93,front
-74,-71,-74,-52,-84,-95,-69,-68,trunk
-71,-82,-89,-73,-75,-92,-71,-87,lock
-83,-80,-70,-83,-92,-75,-78,-74,right
-62,-85,-85,-71,-72,-91,-74,-85,left
-65,-78,-85,-81,-79,-94,-62,-78,left
-51,-59,-66,-58,-77,-81,-76,-81,start
-86,-79,-87,-85,-72,-71,-90,-84,front
-75,-70,-50,-77,-83,-76,-88,-81,right
-82,-86,-86,-90,-70,-78,-85,-93,lock
-94,-81,-82,-82,-62,-86,-89,-91,front
-79,-76,-89,-80,-73,-73,-87,-85,front
-73,-59,-71,-70,-82,-80,-85,-88,start
-71,-79,-88,-72,-79,-93,-59,-79,back
-81,-86,-90,-80,-69,-76,-87,-88,front
-79,-66,-72,-38,-80,-89,-68,-70,trunk
-89,-92,-93,-84,-73,-77,-90,-89,lock
-83,-89,-83,-75,-92,-86,-70,-71,lock
-65,-58,-70,-60,-78,-83,-76,-81,start
-73,-85,-90,-70,-84,-91,-57,-73,back
