RSSI LEFT_ORIGIN,RSSI MIDDLE_ORIGIN,RSSI RIGHT_ORIGIN,RSSI TRUNK_ORIGIN,RSSI FRONTLEFT_ORIGIN,RSSI FRONTRIGHT_ORIGIN,RSSI REARLEFT_ORIGIN,RSSI REARRIGHT_ORIGIN,class
-62,-77,-82,-72,-84,-92,-66,-82,left
-70,-51,-72,-67,-87,-81,-85,-87,start
-71,-56,-59,-71,-73,-81,-78,-88,start
-72,-63,-70,-62,-77,-74,-90,-81,start
-87,-80,-73,-80,-84,-70,-84,-75,lock
-72,-93,-93,-81,-79,-92,-67,-73,lock
-66,-65,-66,-64,-86,-89,-83,-80,start
-69,-83,-92,-87,-84,-93,-70,-80,lock
-80,-85,-65,-76,-89,-73,-75,-70,right
-63,-75,-82,-70,-81,-90,-72,-78,left
-76,-90,-93,-81,-64,-76,-82,-92,front
-82,-82,-85,-73,-87,-85,-69,-64,back
-67,-65,-77,-44,-82,-92,-70,-64,trunk
-84,-89,-86,-84,-78,-76,-92,-90,lock
-81,-71,-57,-73,-82,-71,-87,-88,right
-74,-91,-96,-86,-73,-83,-84,-93,front
-88,-77,-69,-76,-91,-77,-79,-73,right
-63,-77,-75,-76,-79,-95,-72,-88,left
-83,-81,-75,-72,-86,-87,-71,-65,back
-67,-65,-75,-63,-74,-86,-78,-80,start
-80,-85,-89,-83,-69,-65,-93,-89,front
-63,-62,-72,-62,-81,-92,-83,-76,start
-67,-72,-81,-72,-83,-96,-79,-79,left
-79,-84,-92,-75,-92,-92,-76,-66,back
-72,-59,-67,-62,-76,-83,-82,-73,start
-85,-79,-89,-80,-77,-70,-90,-83,lock
-85,-78,-70,-82,-88,-68,-91,-82,right
-69,-73,-72,-53,-86,-92,-74,-64,trunk
-73,-57,-76,-70,-86,-88,-77,-85,start
-78,-82,-80,-71,-79,-90,-70,-71,back
-83,-77,-72,-84,-86,-71,-93,-89,right
-72,-53,-71,-65,-80,-82,-79,-74,start
-58,-60,-71,-54,-75,-83,-86,-84,start
-69,-64,-65,-61,-88,-87,-76,-81,start
-68,-68,-71,-67,-78,-92,-87,-76,start
-67,-76,-87,-75,-75,-90,-76,-84,left
-67,-64,-61,-65,-81,-86,-79,-86,start
-60,-58,-63,-61,-73,-86,-80,-79,start
-79,-86,-81,-83,-92,-87,-70,-70,lock
-80,-76,-79,-62,-86,-93,-62,-72,back
-77,-85,-92,-78,-65,-93,-79,-90,lock
-85,-84,-82,-74,-90,-84,-74,-72,lock
-86,-78,-73,-81,-95,-71,-81,-71,right
-67,-70,-69,-42,-82,-81,-63,-60,trunk
-81,-83,-81,-67,-82,-92,-69,-59,back
-92,-75,-70,-79,-92,-68,-93,-84,right
-80,-83,-94,-80,-69,-72,-84,-92,front
-56,-71,-69,-78,-85,-95,-70,-83,left
-85,-77,-70,-82,-87,-67,-91,-82,right
-72,-87,-88,-88,-69,-81,-84,-91,lock
-61,-62,-71,-61,-76,-90,-74,-78,start
-81,-92,-89,-89,-71,-87,-93,-90,lock
-71,-67,-75,-45,-81,-87,-69,-69,trunk
-69,-55,-71,-60,-86,-89,-81,-91,start
-82,-86,-77,-78,-86,-84,-71,-80,lock
-87,-84,-72,-85,-84,-66,-90,-87,right
-72,-73,-90,-72,-71,-91,-79,-84,left
-79,-86,-88,-76,-79,-93,-74,-79,lock
-63,-74,-90,-77,-75,-95,-72,-81,left
-67,-44,-78,-70,-82,-81,-76,-77,start
-73,-65,-64,-44,-90,-91,-67,-66,trunk
-91,-83,-73,-77,-85,-80,-87,-78,lock
-76,-79,-78,-64,-88,-91,-64,-68,back
-59,-67,-74,-70,-78,-91,-85,-84,start
-63,-62,-72,-61,-80,-88,-83,-76,start
-93,-77,-85,-81,-71,-65,-93,-84,front
-67,-62,-71,-65,-78,-88,-77,-75,start
-82,-74,-73,-74,-88,-80,-86,-64,right
-82,-74,-61,-72,-92,-77,-85,-73,right
-95,-73,-72,-86,-85,-75,-84,-74,right
-76,-81,-85,-71,-92,-93,-69,-61,back
-65,-77,-88,-80,-80,-94,-69,-86,left
-69,-64,-73,-67,-87,-92,-83,-93,start
-72,-56,-72,-62,-77,-86,-87,-83,start
-76,-94,-86,-77,-66,-84,-90,-87,front
-77,-81,-84,-68,-83,-93,-65,-63,back
-68,-61,-67,-62,-82,-93,-86,-90,start
-88,-82,-74,-80,-86,-83,-82,-75,lock
-69,-44,-74,-72,-87,-83,-87,-82,start
-68,-54,-67,-58,-75,-83,-75,-80,start
-69,-53,-66,-61,-78,-86,-84,-76,start
-71,-64,-75,-47,-87,-86,-71,-69,trunk
-60,-66,-72,-67,-81,-88,-84,-80,start
-85,-82,-74,-84,-84,-65,-95,-83,right
-69,-77,-85,-75,-84,-97,-76,-80,lock
-73,-62,-69,-42,-87,-91,-66,-62,trunk
-51,-72,-79,-72,-76,-93,-83,-78,left
-65,-73,-88,-74,-75,-89,-81,-81,left
-62,-75,-84,-73,-74,-97,-75,-83,left
-73,-57,-73,-63,-85,-84,-76,-83,start
-82,-94,-89,-80,-70,-70,-90,-85,front
-81,-75,-81,-61,-89,-95,-73,-68,back
-68,-63,-67,-39,-90,-92,-69,-64,trunk
-71,-79,-87,-72,-78,-97,-72,-73,left
-79,-79,-75,-71,-84,-82,-82,-62,right
-59,-63,-72,-69,-79,-94,-86,-82,start
-94,-81,-83,-81,-61,-86,-88,-90,front
-77,-62,-69,-66,-86,-85,-80,-82,start
-82,-83,-85,-78,-63,-78,-87,-97,front
-71,-72,-61,-51,-78,-89,-73,-83,start
-69,-62,-72,-45,-85,-95,-67,-72,trunk
-81,-72,-82,-79,-86,-69,-94,-91,right
-61,-63,-71,-66,-80,-89,-83,-85,start
-84,-87,-76,-73,-81,-83,-72,-75,back
-80,-91,-80,-85,-91,-90,-71,-70,lock
-72,-85,-95,-77,-64,-84,-85,-88,lock
-70,-65,-70,-45,-81,-93,-69,-63,trunk
-80,-71,-65,-71,-87,-79,-93,-79,right
-80,-82,-83,-83,-72,-61,-93,-83,front
-81,-81,-87,-85,-63,-73,-89,-94,front
-81,-83,-84,-71,-82,-88,-66,-61,back
-68,-57,-70,-58,-76,-86,-83,-77,start
-84,-86,-84,-77,-92,-90,-74,-69,lock
-60,-63,-70,-60,-81,-84,-83,-82,start
-76,-71,-69,-37,-92,-93,-78,-68,trunk
-62,-60,-77,-68,-83,-85,-82,-81,start
-63,-59,-68,-59,-87,-93,-75,-81,start
-93,-84,-76,-70,-84,-83,-69,-69,back
-74,-71,-60,-69,-78,-83,-87,-85,right
-83,-88,-87,-83,-71,-68,-89,-86,front
-62,-60,-62,-54,-78,-84,-80,-75,start
-68,-63,-73,-63,-81,-92,-82,-82,start
-85,-86,-84,-84,-70,-67,-93,-88,front
-79,-72,-59,-72,-95,-77,-92,-86,right
-64,-58,-70,-66,-82,-83,-87,-84,start
-67,-60,-65,-63,-81,-82,-83,-75,start
-81,-79,-81,-72,-86,-96,-67,-58,back
-77,-88,-93,-78,-62,-76,-79,-93,front
-67,-55,-61,-64,-83,-78,-88,-81,start
-84,-76,-84,-71,-86,-95,-61,-68,back
-84,-86,-77,-77,-86,-71,-88,-81,lock
-87,-88,-75,-84,-84,-69,-91,-74,lock
-77,-73,-84,-64,-86,-87,-77,-71,back
-70,-65,-76,-64,-76,-82,-81,-84,start
-68,-65,-67,-62,-86,-88,-76,-79,start
-81,-82,-84,-89,-61,-73,-84,-94,front
-76,-86,-89,-88,-63,-77,-83,-91,front
-69,-55,-64,-62,-80,-84,-78,-77,start
-68,-59,-69,-39,-88,-91,-66,-71,trunk
-68,-64,-71,-55,-86,-92,-75,-70,trunk
-92,-75,-70,-79,-91,-68,-93,-84,right
-81,-71,-64,-70,-88,-71,-93,-85,right
-92,-85,-82,-78,-80,-74,-86,-87,lock
-73,-80,-86,-72,-82,-93,-72,-69,back
-79,-88,-83,-83,-85,-95,-70,-69,lock
-81,-74,-72,-78,-84,-71,-92,-87,right
-85,-85,-86,-82,-72,-67,-88,-93,front
-82,-82,-86,-85,-63,-77,-84,-91,front
-69,-69,-60,-61,-77,-92,-80,-80,start
-83,-84,-74,-73,-88,-87,-72,-66,back
-93,-78,-85,-80,-73,-64,-89,-84,front
-84,-81,-72,-79,-86,-71,-89,-75,right
-81,-73,-79,-71,-81,-93,-59,-71,back
-81,-87,-85,-79,-68,-72,-87,-92,front
-71,-69,-67,-61,-92,-94,-71,-66,trunk
-82,-93,-84,-75,-74,-63,-94,-84,front
-67,-72,-85,-71,-85,-93,-75,-89,left
-77,-83,-86,-81,-65,-78,-87,-94,front
-72,-74,-72,-44,-87,-91,-72,-70,trunk
-77,-79,-89,-86,-62,-78,-80,-89,front
-86,-75,-72,-75,-87,-72,-91,-90,right
-81,-73,-70,-80,-86,-75,-89,-74,right
-87,-93,-91,-88,-66,-73,-82,-93,front
-80,-82,-75,-72,-86,-80,-72,-62,back
-61,-72,-81,-70,-79,-96,-70,-84,left
-66,-74,-75,-79,-73,-94,-72,-87,left
-65,-84,-87,-75,-84,-94,-68,-84,left
-59,-74,-84,-81,-78,-97,-74,-88,left
-67,-60,-68,-63,-80,-85,-79,-77,start
-72,-78,-84,-75,-67,-86,-75,-93,left
-68,-76,-87,-70,-73,-97,-74,-84,left
-73,-74,-76,-60,-86,-85,-73,-69,back
-69,-61,-59,-59,-78,-83,-85,-84,start
-81,-78,-83,-64,-82,-87,-68,-61,back
-70,-65,-76,-46,-84,-93,-72,-71,trunk
-80,-83,-88,-84,-68,-81,-85,-88,front
-65,-78,-83,-89,-85,-93,-72,-85,left
-61,-78,-86,-69,-79,-95,-69,-81,left
-71,-62,-73,-63,-79,-85,-77,-82,start
-55,-55,-70,-54,-78,-85,-74,-84,start
-55,-67,-68,-75,-85,-95,-72,-80,left
-61,-66,-75,-70,-78,-94,-87,-84,start
-81,-82,-85,-79,-73,-72,-91,-87,lock
-71,-64,-73,-45,-86,-93,-69,-76,trunk
-66,-67,-68,-42,-91,-98,-73,-71,trunk
-88,-93,-92,-89,-71,-82,-89,-97,lock
-74,-57,-76,-58,-88,-86,-82,-83,start
-63,-62,-72,-62,-80,-87,-84,-75,start
-81,-86,-65,-77,-94,-74,-75,-67,right
-85,-71,-74,-74,-90,-75,-83,-78,right
-67,-52,-66,-61,-85,-90,-78,-89,start
-81,-81,-75,-74,-88,-73,-82,-72,right
-67,-63,-66,-41,-79,-93,-68,-65,trunk
-74,-81,-85,-65,-84,-92,-60,-76,back
-66,-68,-78,-46,-88,-85,-66,-65,trunk
-59,-71,-75,-72,-79,-93,-73,-88,left
-76,-72,-78,-63,-81,-87,-66,-64,back
-73,-39,-67,-59,-87,-92,-82,-76,start
-60,-58,-63,-62,-74,-86,-80,-82,start
-82,-74,-64,-74,-89,-73,-89,-80,right
-77,-82,-91,-74,-85,-93,-64,-72,back
-82,-82,-82,-61,-86,-90,-63,-72,back
-70,-80,-87,-78,-84,-94,-74,-80,lock
-51,-64,-76,-58,-81,-85,-77,-83,start
-75,-67,-71,-63,-81,-83,-85,-86,start
-58,-64,-74,-73,-85,-92,-79,-83,left
-64,-69,-69,-52,-85,-89,-67,-67,trunk
-71,-53,-73,-64,-81,-84,-82,-75,start
-61,-70,-80,-69,-80,-95,-73,-84,left
-71,-62,-74,-43,-85,-90,-68,-72,trunk
-78,-83,-81,-85,-62,-72,-88,-92,front
-82,-77,-78,-74,-86,-92,-68,-61,back
-69,-74,-70,-37,-87,-86,-66,-66,trunk
-85,-85,-86,-71,-91,-95,-67,-71,back
-74,-88,-88,-88,-60,-78,-85,-88,front
-65,-62,-71,-68,-73,-90,-87,-85,start
-64,-81,-85,-77,-73,-94,-77,-90,left
-67,-73,-85,-72,-82,-95,-64,-85,left
-75,-82,-71,-73,-87,-71,-91,-73,right
-72,-92,-92,-75,-78,-93,-74,-77,lock
-94,-83,-82,-81,-60,-86,-85,-87,front
-83,-81,-74,-65,-83,-85,-76,-67,back
-72,-86,-83,-77,-77,-90,-74,-94,lock
-75,-60,-71,-47,-95,-92,-70,-68,trunk
-73,-89,-96,-80,-72,-89,-76,-88,lock
-75,-80,-92,-82,-82,-92,-76,-77,lock
-80,-85,-76,-77,-87,-89,-70,-73,lock
-72,-53,-71,-65,-86,-85,-84,-82,start
-65,-83,-94,-75,-80,-94,-69,-86,left
-61,-76,-82,-74,-73,-91,-70,-85,left
-74,-71,-84,-75,-76,-92,-76,-88,left
-76,-60,-66,-66,-79,-79,-77,-89,start
-88,-74,-72,-83,-86,-82,-83,-73,right
-78,-82,-80,-71,-79,-90,-70,-71,back
-65,-80,-81,-78,-78,-91,-75,-86,left
-76,-74,-83,-76,-67,-95,-79,-87,left
-70,-60,-72,-43,-87,-91,-66,-65,trunk
-76,-66,-70,-68,-85,-93,-84,-77,start
-85,-81,-72,-83,-86,-71,-88,-79,lock
-70,-68,-63,-68,-78,-92,-81,-76,start
-55,-74,-71,-70,-79,-95,-73,-80,left
-81,-84,-88,-73,-85,-94,-69,-63,back
-66,-67,-77,-73,-78,-96,-74,-80,left
-55,-72,-72,-65,-84,-94,-75,-78,left
-82,-72,-69,-41,-84,-96,-70,-67,trunk
-61,-72,-81,-70,-78,-96,-70,-85,left
-77,-70,-63,-78,-85,-67,-93,-84,right
-84,-87,-88,-82,-66,-84,-89,-91,front
-86,-81,-71,-78,-88,-62,-92,-84,right
-68,-59,-72,-59,-82,-82,-77,-78,start
-73,-74,-80,-65,-82,-90,-59,-75,back
-58,-64,-74,-70,-80,-92,-84,-82,start
-80,-87,-87,-84,-66,-76,-85,-91,front
-88,-81,-77,-80,-90,-72,-91,-83,lock
-62,-60,-77,-68,-83,-85,-82,-81,start
-76,-90,-91,-81,-71,-86,-78,-86,lock
-70,-63,-72,-47,-82,-93,-64,-67,trunk
-58,-64,-78,-61,-83,-94,-75,-76,left
-78,-60,-66,-67,-84,-84,-84,-89,start
-66,-57,-67,-54,-79,-88,-76,-76,start
-72,-64,-67,-54,-88,-87,-67,-64,trunk
-80,-78,-79,-73,-93,-77,-71,-65,back
-80,-85,-87,-86,-62,-77,-84,-89,front
-78,-58,-73,-64,-80,-84,-87,-93,start
-90,-82,-73,-89,-87,-64,-93,-90,right
-67,-62,-68,-64,-82,-92,-85,-89,start
-70,-55,-66,-68,-79,-83,-86,-85,start
-60,-60,-63,-48,-75,-85,-74,-70,start
-87,-91,-78,-80,-73,-76,-92,-93,lock
-74,-63,-72,-36,-81,-90,-65,-77,trunk
-80,-71,-74,-63,-85,-92,-70,-74,back
-85,-81,-72,-83,-86,-71,-88,-79,lock
-66,-52,-66,-62,-86,-89,-88,-73,start
-71,-59,-70,-70,-86,-84,-79,-93,start
-79,-86,-75,-65,-90,-85,-75,-61,back
-68,-76,-84,-71,-76,-94,-68,-88,left
-86,-74,-77,-76,-89,-74,-86,-74,right
-68,-65,-61,-65,-81,-85,-80,-87,start
-63,-63,-73,-62,-80,-85,-84,-76,start
-75,-86,-75,-74,-90,-86,-72,-62,back
-67,-54,-66,-68,-82,-87,-83,-79,start
-70,-82,-86,-84,-79,-97,-77,-84,lock
-76,-86,-89,-88,-58,-80,-81,-87,front
-84,-92,-90,-86,-69,-74,-88,-91,lock
-69,-73,-77,-45,-92,-96,-69,-67,trunk
-80,-84,-90,-82,-65,-72,-86,-90,front
-76,-67,-83,-67,-80,-87,-85,-84,start
-64,-59,-56,-62,-86,-80,-80,-78,start
-83,-87,-83,-68,-82,-91,-59,-68,back
-87,-83,-92,-82,-62,-71,-90,-88,front
-84,-75,-66,-79,-89,-78,-93,-79,right
-45,-66,-73,-69,-80,-95,-80,-75,left
-85,-90,-90,-87,-72,-72,-86,-89,lock
-86,-84,-81,-87,-75,-71,-89,-90,lock
-75,-90,-89,-84,-64,-75,-78,-90,front
-86,-89,-87,-94,-66,-73,-82,-94,front
-84,-81,-72,-79,-86,-71,-89,-75,right
-61,-82,-85,-73,-75,-95,-71,-85,left
-91,-78,-92,-70,-86,-96,-68,-69,back
-87,-86,-70,-77,-86,-78,-76,-69,right
-90,-93,-88,-93,-77,-71,-98,-84,lock
-89,-90,-77,-80,-82,-79,-77,-73,lock
-88,-86,-72,-82,-84,-78,-72,-72,lock
-72,-85,-89,-83,-78,-84,-81,-94,lock
-82,-84,-84,-86,-68,-66,-89,-86,front
-72,-66,-69,-34,-89,-86,-78,-64,trunk
-70,-69,-76,-43,-101,-92,-66,-62,trunk
-77,-68,-68,-74,-81,-74,-87,-74,right
-60,-66,-68,-64,-79,-82,-77,-81,start
-74,-54,-78,-71,-90,-87,-87,-83,start
-88,-84,-81,-79,-69,-68,-93,-85,front
-68,-67,-71,-38,-90,-90,-70,-72,trunk
-64,-83,-85,-71,-74,-96,-72,-86,left
-93,-80,-74,-81,-87,-70,-84,-74,lock
-71,-74,-68,-37,-89,-89,-63,-62,trunk
-72,-64,-72,-70,-85,-89,-78,-82,start
-81,-92,-94,-79,-74,-69,-89,-92,front
-82,-72,-79,-78,-86,-67,-94,-91,right
-74,-66,-80,-64,-80,-83,-86,-82,start
-89,-80,-81,-78,-86,-84,-69,-66,back
-82,-79,-84,-86,-64,-73,-90,-94,front
-75,-94,-92,-82,-72,-85,-84,-91,lock
-68,-72,-72,-39,-87,-93,-67,-64,trunk
-73,-84,-87,-77,-88,-94,-70,-68,back
-70,-63,-68,-60,-84,-88,-77,-78,start
-76,-67,-66,-49,-84,-93,-71,-69,trunk
-65,-54,-69,-56,-85,-84,-77,-76,start
-81,-78,-74,-72,-92,-82,-88,-67,right
-73,-70,-47,-72,-82,-82,-90,-87,right
-89,-85,-75,-80,-82,-73,-82,-74,lock
-85,-81,-71,-74,-85,-78,-82,-74,lock
-75,-77,-72,-74,-86,-77,-94,-90,right
-72,-58,-70,-71,-88,-79,-83,-85,start
-82,-84,-64,-78,-89,-81,-81,-66,right
-73,-45,-75,-70,-80,-84,-83,-88,start
-67,-66,-68,-41,-84,-88,-70,-67,trunk
-70,-66,-75,-69,-85,-92,-85,-89,start
-75,-93,-88,-77,-85,-91,-82,-70,back
-83,-82,-79,-75,-88,-70,-90,-80,right
-85,-80,-83,-81,-90,-81,-91,-77,lock
-79,-51,-71,-69,-84,-82,-91,-83,start
-77,-82,-89,-80,-71,-75,-93,-92,front
-75,-89,-87,-79,-60,-78,-82,-85,front
-73,-83,-86,-75,-71,-87,-77,-88,left
-89,-76,-73,-87,-86,-84,-93,-71,right
-83,-86,-80,-79,-80,-89,-68,-74,back
-84,-79,-65,-77,-86,-71,-96,-74,right
-72,-66,-54,-56,-82,-77,-77,-82,start
-75,-63,-71,-44,-83,-91,-63,-66,trunk
-72,-87,-88,-88,-69,-81,-84,-91,lock
-84,-73,-73,-86,-84,-73,-88,-76,right
-73,-79,-94,-65,-84,-98,-57,-83,back
-65,-65,-65,-66,-76,-82,-81,-77,start
-67,-76,-81,-72,-72,-95,-73,-80,left
-73,-56,-75,-71,-96,-88,-89,-86,start
-69,-70,-83,-72,-78,-92,-77,-88,left
-73,-60,-78,-69,-78,-94,-82,-82,start
-71,-72,-75,-64,-88,-90,-71,-71,back
-65,-83,-79,-76,-73,-94,-73,-86,left
-67,-71,-66,-73,-84,-87,-79,-85,start
-76,-60,-79,-67,-85,-91,-77,-88,start
-68,-64,-74,-67,-84,-95,-84,-75,start
-59,-72,-80,-70,-83,-95,-72,-87,left
-70,-62,-67,-52,-86,-90,-67,-66,trunk
-75,-71,-76,-59,-90,-92,-81,-77,back
-79,-75,-72,-37,-88,-89,-68,-69,trunk
-82,-91,-89,-82,-76,-73,-91,-89,front
-68,-56,-72,-63,-85,-84,-83,-80,start
-82,-81,-86,-84,-62,-76,-83,-90,front
-74,-86,-87,-88,-61,-76,-84,-88,front
-63,-72,-89,-75,-84,-93,-72,-87,left
-67,-63,-50,-61,-76,-82,-77,-83,start
-60,-69,-72,-69,-79,-95,-67,-88,left
-65,-59,-65,-53,-79,-87,-78,-76,start
-79,-85,-85,-63,-81,-101,-64,-74,back
-75,-63,-68,-68,-84,-93,-77,-85,start
-79,-78,-72,-96,-92,-70,-92,-80,right
-68,-63,-60,-63,-81,-86,-80,-83,start
-60,-69,-72,-68,-78,-95,-66,-86,left
-67,-61,-73,-35,-86,-86,-70,-67,trunk
-82,-78,-86,-82,-71,-75,-90,-93,front
-72,-73,-86,-72,-81,-92,-64,-84,back
-71,-68,-76,-45,-90,-90,-71,-68,trunk
-66,-67,-68,-47,-88,-86,-65,-65,trunk
-71,-80,-81,-70,-82,-95,-70,-92,left
-71,-54,-72,-69,-81,-69,-86,-87,start
-73,-83,-89,-73,-86,-90,-72,-77,back
-77,-81,-84,-69,-86,-89,-62,-65,back
-69,-63,-68,-47,-84,-95,-74,-66,trunk
-81,-82,-84,-82,-72,-70,-87,-87,front
-80,-76,-66,-72,-89,-77,-79,-73,right
-75,-87,-88,-89,-60,-77,-82,-89,front
-85,-79,-79,-73,-83,-70,-87,-78,right
-77,-75,-64,-74,-87,-77,-87,-82,right
-86,-85,-70,-79,-85,-87,-76,-71,lock
-79,-65,-67,-63,-83,-91,-81,-81,start
-72,-93,-95,-79,-72,-89,-75,-87,lock
-80,-94,-70,-73,-93,-75,-74,-71,right
-78,-94,-93,-83,-65,-76,-83,-96,front
-80,-79,-78,-71,-88,-90,-66,-75,back
-68,-62,-75,-65,-80,-96,-91,-83,start
-72,-68,-73,-56,-82,-94,-70,-72,back
-63,-58,-60,-52,-76,-84,-80,-78,start
-71,-59,-62,-65,-83,-76,-82,-78,start
-73,-68,-68,-47,-90,-89,-70,-65,trunk
-70,-61,-71,-36,-78,-92,-67,-64,trunk
-81,-73,-74,-77,-91,-78,-85,-82,right
-64,-52,-70,-62,-88,-83,-84,-90,start
-78,-75,-82,-67,-84,-94,-61,-72,back
-83,-82,-89,-85,-70,-69,-88,-87,front
-71,-66,-78,-43,-94,-89,-65,-72,trunk
-62,-74,-86,-68,-93,-90,-68,-82,left
-70,-65,-70,-35,-88,-86,-59,-68,trunk
-87,-78,-72,-85,-89,-68,-94,-74,right
-83,-78,-88,-83,-71,-82,-84,-92,front
-59,-72,-72,-72,-81,-94,-72,-80,left
-86,-79,-74,-86,-78,-63,-95,-90,right
-67,-55,-67,-61,-82,-83,-81,-74,start
-69,-62,-66,-57,-80,-87,-76,-78,start
-80,-74,-84,-57,-93,-90,-74,-64,back
-87,-78,-71,-87,-90,-80,-71,-72,right
-54,-70,-80,-72,-80,-92,-75,-78,left
-85,-77,-62,-80,-89,-74,-93,-81,right
-73,-67,-66,-37,-85,-94,-70,-71,trunk
-73,-79,-88,-77,-84,-90,-72,-74,back
-71,-73,-76,-70,-90,-87,-73,-62,back
-79,-70,-68,-72,-86,-67,-90,-88,right
-74,-82,-85,-68,-78,-93,-73,-61,back
-64,-68,-71,-66,-81,-88,-84,-89,start
-84,-87,-76,-73,-81,-83,-72,-75,back
-81,-84,-80,-68,-81,-92,-69,-60,back
-75,-64,-74,-67,-85,-92,-82,-76,start
-74,-77,-59,-73,-93,-75,-84,-85,right
-68,-60,-72,-75,-83,-90,-86,-82,start
-71,-78,-87,-82,-78,-91,-77,-84,left
-59,-62,-74,-62,-83,-91,-74,-74,start
-83,-83,-86,-84,-68,-74,-85,-93,front
-76,-70,-54,-73,-86,-73,-87,-85,right
-85,-89,-86,-82,-69,-68,-86,-93,front
-75,-88,-91,-81,-76,-83,-80,-91,lock
-86,-91,-75,-84,-83,-81,-79,-73,lock
-78,-82,-83,-84,-67,-86,-86,-93,front
-73,-53,-66,-68,-78,-80,-81,-74,start
-62,-60,-78,-70,-83,-93,-90,-83,start
-59,-64,-74,-72,-79,-90,-85,-83,start
-83,-78,-66,-81,-83,-74,-94,-78,right
-75,-89,-89,-85,-62,-80,-85,-86,front
-85,-80,-71,-81,-86,-63,-93,-85,right
-74,-61,-64,-69,-84,-78,-89,-87,right
-70,-83,-90,-73,-74,-95,-67,-82,left
-67,-56,-68,-60,-79,-86,-78,-73,start
-73,-72,-74,-60,-84,-90,-67,-78,back
-70,-61,-69,-63,-85,-89,-77,-70,start
-72,-73,-77,-69,-82,-93,-73,-60,back
-64,-60,-73,-71,-81,-85,-88,-86,start
-73,-61,-63,-34,-86,-92,-67,-65,trunk
-71,-56,-79,-70,-84,-85,-82,-85,start
-74,-77,-87,-74,-67,-94,-77,-84,left
-64,-64,-78,-52,-87,-87,-71,-70,trunk
-78,-70,-67,-71,-84,-75,-88,-85,right
-70,-60,-69,-66,-80,-79,-82,-85,start
-61,-75,-80,-71,-85,-96,-75,-82,left
-83,-75,-76,-72,-88,-95,-63,-66,back
-73,-60,-70,-71,-81,-87,-90,-88,start
-68,-57,-67,-71,-81,-81,-78,-84,start
-85,-81,-82,-79,-74,-66,-87,-82,front
-67,-44,-67,-63,-84,-91,-86,-89,start
-59,-71,-82,-69,-84,-93,-71,-85,left
-62,-64,-71,-67,-81,-85,-86,-80,start
-72,-94,-85,-78,-86,-96,-77,-86,lock
-85,-94,-92,-86,-74,-67,-93,-88,front
-86,-87,-91,-75,-86,-91,-70,-71,lock
-77,-86,-87,-74,-73,-87,-80,-87,lock
-72,-72,-78,-54,-88,-97,-70,-74,back
-84,-90,-71,-82,-87,-83,-73,-69,lock
-74,-68,-72,-49,-86,-87,-70,-66,trunk
-77,-73,-70,-70,-94,-74,-94,-77,right
-68,-66,-51,-63,-86,-78,-75,-81,start
-72,-57,-61,-61,-81,-85,-80,-78,start
-82,-84,-84,-86,-68,-66,-89,-86,front
-80,-82,-90,-74,-74,-69,-87,-91,front
-67,-64,-72,-53,-84,-93,-73,-69,trunk
-66,-62,-70,-37,-90,-90,-64,-61,trunk
-73,-79,-94,-65,-84,-98,-57,-83,back
-58,-61,-71,-76,-80,-96,-88,-82,start
-76,-78,-80,-65,-84,-91,-65,-68,back
-84,-78,-74,-82,-90,-82,-83,-72,right
-81,-73,-76,-75,-89,-74,-86,-72,right
-82,-68,-69,-71,-80,-79,-86,-89,right
-77,-87,-90,-70,-85,-92,-69,-62,back
-64,-76,-81,-70,-80,-95,-71,-89,left
-68,-67,-72,-44,-83,-88,-71,-65,trunk
-86,-80,-75,-79,-85,-78,-89,-79,lock
-67,-62,-69,-45,-83,-89,-69,-67,trunk
-71,-78,-87,-82,-78,-91,-77,-84,left
-78,-86,-86,-81,-84,-88,-70,-69,back
-83,-82,-72,-83,-80,-64,-91,-88,right
-61,-60,-58,-59,-90,-81,-71,-89,start
-68,-67,-69,-37,-88,-90,-70,-65,trunk
-78,-72,-74,-84,-86,-71,-83,-72,right
-70,-60,-79,-66,-78,-91,-82,-81,start
-83,-81,-88,-87,-70,-70,-90,-88,front
-73,-76,-78,-73,-78,-94,-65,-65,back
-73,-65,-64,-44,-90,-91,-67,-66,trunk
-71,-80,-87,-78,-71,-87,-80,-87,left
-76,-87,-94,-78,-70,-72,-91,-95,front
-76,-69,-79,-73,-83,-74,-84,-83,right
-87,-87,-80,-82,-69,-65,-85,-85,lock
-87,-80,-68,-77,-87,-76,-75,-69,right
-79,-49,-68,-59,-85,-88,-86,-92,start
-73,-88,-95,-84,-66,-80,-87,-95,lock
-60,-70,-72,-69,-81,-95,-69,-83,left
-68,-62,-75,-65,-80,-96,-91,-83,start
-68,-69,-73,-39,-83,-92,-70,-65,trunk
-63,-83,-81,-74,-75,-94,-71,-85,left
-89,-79,-62,-74,-87,-73,-93,-83,right
-90,-80,-78,-77,-84,-84,-70,-63,back
-82,-83,-93,-80,-72,-77,-86,-90,front
-74,-72,-75,-61,-85,-92,-66,-73,back
-69,-81,-90,-71,-77,-91,-72,-93,left
-68,-78,-80,-74,-77,-95,-74,-82,left
-68,-80,-89,-71,-77,-91,-72,-90,left
-68,-65,-73,-43,-83,-94,-73,-71,trunk
-71,-59,-69,-67,-89,-86,-81,-77,start
-77,-95,-95,-84,-66,-82,-78,-94,front
