RSSI LEFT_ORIGIN;RSSI MIDDLE_ORIGIN;RSSI RIGHT_ORIGIN;RSSI TRUNK_ORIGIN;RSSI FRONTLEFT_ORIGIN;RSSI FRONTRIGHT_ORIGIN;RSSI REARLEFT_ORIGIN;RSSI REARRIGHT_ORIGIN;COUNTER FLAG
-84;-77;-78;-72;-98;-76;-76;-43;293
-83;-77;-79;-72;-98;-76;-76;-43;293
-83;-76;-79;-72;-98;-76;-74;-43;293
-83;-77;-79;-73;-88;-76;-73;-43;293
-82;-77;-79;-73;-84;-75;-73;-43;293
-83;-77;-77;-73;-84;-75;-73;-43;293
-83;-77;-77;-74;-82;-75;-75;-43;293
-83;-76;-79;-74;-82;-75;-73;-43;293
-83;-77;-79;-73;-87;-75;-75;-43;293
-83;-77;-79;-73;-84;-76;-74;-43;293
-83;-77;-80;-73;-81;-74;-74;-43;293
-83;-78;-80;-73;-80;-74;-72;-43;294
-83;-76;-80;-73;-80;-74;-72;-43;294
-84;-76;-82;-75;-82;-74;-71;-43;294
-87;-76;-88;-74;-80;-76;-71;-42;294
-92;-76;-89;-71;-94;-75;-71;-38;294
-79;-76;-89;-70;-78;-75;-71;-38;294
-76;-76;-73;-71;-78;-75;-71;-38;294
-74;-76;-72;-72;-78;-73;-70;-38;294
-75;-76;-74;-72;-78;-73;-67;-38;294
-77;-78;-74;-71;-89;-74;-67;-38;294
-79;-79;-74;-74;-89;-74;-73;-38;294
-78;-79;-74;-76;-89;-73;-80;-46;294
-78;-82;-82;-75;-89;-73;-88;-52;294
-78;-82;-82;-75;-89;-73;-88;-52;294
-78;-82;-82;-75;-89;-73;-88;-52;294
-78;-82;-82;-75;-89;-73;-88;-52;294
-78;-82;-82;-78;-85;-75;-88;-52;294
-77;-83;-82;-78;-85;-75;-88;-53;294
-77;-87;-82;-76;-85;-76;-88;-52;294
-76;-90;-82;-76;-85;-76;-76;-52;294
-75;-92;-82;-75;-87;-77;-78;-47;294
-76;-96;-82;-75;-87;-78;-78;-47;294
-76;-96;-73;-75;-87;-78;-73;-47;294
-75;-96;-73;-79;-88;-78;-73;-46;294
-76;-96;-73;-79;-89;-81;-73;-47;294
-75;-96;-73;-81;-89;-80;-73;-47;294
-76;-96;-73;-80;-84;-79;-73;-48;294
-76;-96;-73;-80;-88;-79;-73;-48;294
-76;-96;-73;-80;-88;-82;-73;-48;294
-76;-96;-73;-80;-84;-82;-75;-46;294
-75;-96;-73;-76;-86;-82;-75;-46;294
-76;-96;-73;-75;-86;-82;-75;-46;294
-76;-96;-73;-77;-86;-82;-75;-46;294
-75;-96;-73;-76;-86;-82;-79;-46;294
-75;-96;-73;-75;-82;-87;-79;-47;294
-76;-96;-73;-75;-88;-88;-79;-49;294
-75;-96;-73;-75;-86;-88;-76;-49;294
-76;-96;-73;-76;-86;-88;-75;-49;294
-76;-96;-73;-76;-85;-85;-75;-48;294
-76;-96;-73;-76;-85;-84;-75;-48;294
-76;-96;-73;-76;-85;-84;-75;-48;294
-76;-96;-73;-76;-85;-84;-75;-48;294
-76;-96;-73;-81;-83;-82;-75;-52;294
-76;-96;-73;-81;-83;-82;-75;-53;294
-77;-96;-73;-81;-85;-81;-75;-53;294
-77;-96;-73;-81;-82;-83;-76;-53;294
-78;-96;-73;-80;-82;-83;-76;-56;294
-78;-96;-73;-80;-84;-83;-78;-56;294
-78;-96;-73;-81;-85;-83;-79;-56;294
-78;-96;-73;-81;-83;-83;-79;-56;294
-78;-96;-73;-81;-84;-85;-81;-55;294
-79;-96;-73;-82;-83;-85;-96;-55;294
-78;-96;-73;-81;-83;-85;-86;-56;294
-78;-96;-80;-81;-82;-85;-83;-56;294
-78;-96;-80;-81;-82;-85;-83;-56;294
-78;-96;-80;-81;-82;-85;-83;-56;294
-77;-96;-75;-81;-82;-85;-77;-56;294
-77;-96;-75;-79;-83;-74;-75;-51;294
-77;-96;-75;-79;-83;-74;-75;-52;294
-77;-96;-75;-79;-79;-74;-75;-52;294
-77;-96;-75;-78;-79;-76;-76;-53;294
-77;-96;-75;-78;-79;-76;-75;-53;294
-76;-96;-75;-77;-79;-75;-75;-52;294
-76;-96;-76;-77;-79;-76;-78;-52;294
-76;-96;-76;-77;-79;-76;-78;-53;294
-76;-96;-75;-77;-79;-76;-78;-53;294
-78;-96;-75;-77;-79;-77;-82;-53;294
-78;-96;-76;-77;-79;-77;-82;-54;294
-77;-96;-75;-77;-81;-77;-82;-54;294
-77;-96;-75;-77;-81;-77;-78;-54;294
-77;-96;-75;-77;-80;-77;-75;-54;294
-78;-96;-75;-77;-80;-75;-74;-54;294
-78;-96;-75;-77;-80;-76;-74;-54;294
-78;-96;-75;-77;-80;-76;-75;-54;294
-78;-96;-75;-77;-83;-75;-74;-54;294
-78;-96;-75;-76;-83;-74;-74;-55;294
-79;-96;-77;-77;-83;-74;-75;-55;294
-79;-96;-75;-79;-82;-74;-76;-55;294
-78;-96;-75;-82;-80;-75;-76;-53;294
-79;-96;-75;-82;-80;-75;-76;-53;294
-79;-96;-75;-82;-80;-75;-76;-53;294
-79;-96;-75;-82;-80;-75;-76;-53;294
-77;-96;-76;-77;-80;-75;-75;-53;294
-77;-96;-76;-77;-80;-74;-77;-51;294
-77;-96;-76;-75;-78;-75;-82;-48;294
-77;-96;-76;-75;-81;-77;-82;-47;294
-77;-96;-77;-75;-80;-77;-77;-47;294
-77;-96;-77;-76;-80;-80;-74;-49;294
-77;-96;-76;-76;-81;-81;-72;-49;294
-77;-90;-77;-75;-81;-81;-72;-49;294
-77;-90;-78;-75;-81;-81;-72;-49;294
-77;-90;-77;-74;-81;-81;-71;-48;294
-77;-90;-77;-74;-81;-80;-74;-48;294
-77;-90;-77;-74;-81;-80;-74;-48;294
-77;-90;-77;-74;-81;-80;-74;-48;294
-77;-90;-77;-74;-81;-80;-74;-48;294
-77;-90;-77;-74;-83;-80;-74;-46;294
-77;-90;-77;-73;-88;-80;-73;-46;294
-77;-90;-78;-72;-88;-80;-76;-47;294
-78;-90;-78;-73;-83;-80;-76;-47;294
-78;-90;-77;-73;-82;-80;-76;-47;294
-78;-90;-77;-73;-83;-76;-76;-47;294
-78;-90;-78;-73;-83;-76;-73;-47;294
-78;-90;-78;-73;-84;-76;-73;-49;294
-78;-90;-78;-73;-82;-76;-74;-49;294
-78;-90;-78;-72;-84;-74;-76;-49;294
-78;-90;-77;-72;-83;-75;-76;-47;294
-79;-90;-77;-72;-83;-74;-78;-47;294
-78;-90;-77;-72;-83;-74;-76;-47;294
-78;-90;-76;-72;-84;-74;-74;-46;294
-79;-90;-76;-73;-85;-73;-72;-46;294
-78;-90;-76;-73;-85;-73;-71;-46;294
-79;-85;-76;-74;-85;-73;-71;-46;294
-79;-86;-76;-75;-84;-73;-71;-46;294
-79;-86;-76;-74;-84;-73;-71;-46;294
-79;-86;-76;-74;-84;-73;-71;-46;294
-79;-86;-76;-75;-85;-73;-72;-46;294
-79;-87;-76;-75;-85;-73;-71;-46;294
-79;-86;-76;-74;-86;-73;-72;-47;294
-79;-86;-76;-74;-86;-73;-72;-47;295
-79;-86;-76;-74;-86;-73;-72;-47;295
-78;-86;-76;-74;-86;-76;-72;-47;295
-79;-94;-76;-75;-86;-79;-72;-47;295
-79;-94;-78;-76;-86;-79;-72;-47;295
-77;-89;-79;-77;-86;-81;-79;-51;295
-78;-84;-79;-79;-79;-81;-76;-53;295
-81;-84;-79;-78;-79;-82;-83;-57;295
-81;-81;-79;-74;-79;-82;-83;-56;295
-83;-81;-86;-74;-91;-83;-79;-56;295
-83;-80;-86;-76;-91;-83;-70;-56;295
-89;-80;-85;-75;-84;-79;-68;-53;295
-87;-80;-84;-75;-84;-74;-68;-53;295
-87;-80;-84;-75;-84;-74;-68;-53;295
-87;-80;-84;-75;-84;-74;-68;-53;295
-84;-80;-84;-75;-89;-74;-68;-53;295
-83;-81;-83;-74;-89;-74;-70;-53;295
-84;-80;-83;-75;-91;-71;-70;-57;295
-84;-80;-84;-74;-91;-71;-70;-57;295
-83;-79;-84;-75;-86;-71;-70;-57;295
-82;-80;-84;-75;-83;-72;-70;-57;295
-82;-80;-82;-74;-80;-72;-69;-58;295
-82;-80;-83;-74;-80;-73;-69;-58;295
-82;-79;-82;-74;-83;-71;-68;-57;295
-82;-79;-81;-74;-84;-71;-67;-57;295
-85;-80;-84;-73;-81;-71;-67;-56;295
-85;-80;-87;-73;-81;-71;-70;-56;295
-86;-80;-86;-73;-81;-71;-70;-54;295
-87;-79;-82;-73;-85;-70;-68;-54;295
-86;-78;-81;-74;-84;-70;-67;-56;295
-86;-80;-81;-74;-86;-72;-67;-57;295
-86;-80;-80;-74;-86;-72;-67;-57;295
-86;-79;-80;-74;-87;-72;-66;-57;295
-86;-79;-82;-74;-87;-72;-66;-57;295
-86;-80;-81;-75;-90;-71;-66;-57;295
-86;-80;-82;-75;-90;-72;-66;-57;295
-86;-80;-82;-75;-90;-71;-67;-57;295
-86;-80;-81;-75;-87;-71;-67;-57;295
-86;-81;-85;-76;-87;-71;-67;-57;295
-86;-81;-85;-76;-87;-71;-67;-57;295
-86;-81;-85;-76;-87;-71;-67;-57;295
-81;-79;-85;-76;-87;-72;-67;-55;295
-82;-81;-85;-75;-86;-72;-67;-55;295
-86;-81;-85;-76;-86;-72;-65;-57;295
-82;-81;-82;-76;-86;-70;-66;-55;295
-81;-81;-79;-77;-86;-72;-66;-54;295
-81;-81;-79;-77;-91;-73;-66;-54;295
-81;-81;-79;-77;-82;-74;-66;-54;295
-82;-81;-79;-77;-82;-74;-66;-56;295
-83;-81;-80;-77;-82;-74;-67;-56;295
-83;-81;-80;-77;-84;-74;-67;-56;295
-83;-81;-79;-76;-85;-74;-67;-58;295
-83;-81;-79;-76;-85;-74;-68;-58;295
-83;-81;-79;-76;-85;-74;-68;-58;295
-82;-82;-78;-76;-84;-74;-68;-57;295
-82;-81;-77;-76;-84;-74;-68;-56;295
-82;-81;-77;-75;-84;-74;-68;-56;295
-82;-80;-77;-75;-86;-74;-68;-54;295
-81;-80;-78;-75;-84;-73;-68;-54;295
-81;-80;-78;-75;-85;-74;-68;-55;295
-80;-80;-78;-76;-85;-74;-68;-55;295
-81;-81;-78;-76;-85;-74;-68;-55;295
-82;-80;-78;-76;-85;-75;-68;-55;295
-82;-81;-78;-75;-82;-75;-68;-55;295
-82;-81;-78;-76;-83;-75;-69;-55;295
-82;-81;-78;-76;-83;-75;-68;-56;295
-82;-81;-78;-76;-83;-74;-68;-57;295
-82;-81;-78;-75;-84;-74;-68;-56;295
-82;-81;-78;-75;-84;-74;-69;-56;295
-82;-81;-78;-75;-84;-74;-68;-56;295
-82;-81;-78;-75;-83;-74;-68;-56;295
-82;-80;-78;-74;-85;-74;-66;-56;295
-82;-81;-78;-75;-85;-74;-66;-56;295
-82;-80;-78;-75;-89;-74;-66;-56;295
-82;-80;-77;-75;-89;-74;-67;-56;295
-82;-79;-77;-76;-87;-74;-67;-56;295
-82;-81;-77;-76;-87;-74;-66;-55;295
-82;-81;-77;-75;-87;-74;-66;-55;295
-82;-80;-79;-74;-89;-74;-66;-55;295
-82;-80;-79;-74;-89;-74;-66;-55;295
-82;-80;-79;-74;-89;-74;-66;-55;295
-82;-81;-83;-74;-89;-74;-65;-55;295
-84;-82;-82;-75;-90;-72;-66;-55;295
-84;-82;-80;-76;-95;-71;-66;-55;295
-84;-81;-82;-76;-90;-72;-66;-55;295
-84;-81;-85;-75;-90;-72;-67;-55;295
-86;-82;-87;-75;-88;-71;-67;-55;295
-86;-81;-87;-75;-87;-72;-66;-55;295
-86;-81;-88;-75;-85;-72;-66;-56;295
-86;-80;-92;-74;-84;-71;-66;-56;295
-88;-80;-92;-74;-84;-71;-65;-56;295
-88;-81;-92;-74;-83;-71;-65;-56;295
-88;-81;-92;-74;-83;-71;-65;-56;295
-88;-81;-92;-74;-83;-71;-65;-56;295
-88;-81;-89;-75;-83;-71;-68;-56;295
-88;-81;-89;-75;-88;-71;-68;-56;295
-88;-81;-88;-75;-88;-71;-67;-55;295
-86;-81;-87;-75;-88;-71;-67;-55;295
-87;-81;-88;-75;-88;-71;-67;-55;295
-86;-81;-86;-75;-88;-71;-67;-55;295
-86;-81;-86;-75;-91;-71;-67;-55;295
-86;-81;-84;-76;-86;-72;-67;-55;295
-86;-81;-84;-76;-89;-71;-66;-55;295
-85;-81;-84;-75;-89;-72;-66;-55;295
-85;-81;-83;-76;-89;-70;-66;-55;295
-83;-81;-83;-76;-89;-70;-66;-56;295
-83;-81;-83;-75;-91;-71;-67;-56;295
-84;-81;-83;-76;-84;-71;-67;-56;295
-84;-81;-83;-76;-81;-71;-67;-56;295
-84;-81;-83;-75;-81;-71;-67;-56;295
-84;-81;-83;-75;-81;-71;-67;-56;295
-84;-81;-83;-75;-84;-72;-67;-56;295
-84;-81;-82;-75;-85;-71;-68;-55;295
-84;-81;-82;-74;-85;-73;-68;-56;295
-84;-81;-85;-74;-85;-72;-67;-56;295
-84;-81;-85;-74;-84;-72;-67;-56;295
-84;-81;-87;-74;-84;-73;-67;-56;295
-84;-81;-86;-74;-84;-73;-67;-56;295
-84;-81;-86;-74;-84;-73;-67;-56;295
-84;-81;-86;-74;-84;-73;-67;-56;296
-84;-81;-86;-75;-84;-73;-67;-57;296
-84;-81;-81;-75;-84;-73;-65;-58;296
-84;-81;-81;-75;-88;-72;-65;-58;296
-84;-81;-79;-75;-88;-72;-65;-58;296
-84;-81;-78;-76;-88;-72;-65;-56;296
-84;-82;-79;-79;-87;-73;-65;-53;296
-85;-82;-79;-82;-87;-71;-71;-53;296
-85;-90;-79;-81;-87;-73;-77;-53;296
-84;-89;-83;-78;-87;-73;-70;-53;296
-84;-89;-83;-76;-85;-73;-72;-53;296
-84;-89;-83;-76;-85;-73;-72;-53;296
-84;-89;-83;-76;-85;-73;-72;-53;296
-84;-89;-83;-76;-85;-73;-72;-53;296
-84;-92;-83;-75;-84;-73;-72;-53;296
-84;-90;-84;-75;-84;-71;-70;-58;296
-84;-90;-85;-75;-84;-73;-72;-58;296
-88;-90;-84;-75;-87;-71;-72;-59;296
-88;-96;-84;-77;-87;-72;-72;-59;296
-86;-94;-84;-77;-95;-72;-71;-59;296
-86;-94;-84;-78;-95;-71;-72;-59;296
-87;-94;-84;-77;-89;-71;-72;-59;296
-87;-94;-84;-77;-87;-71;-71;-59;296
-87;-94;-85;-77;-85;-71;-71;-59;296
-88;-94;-85;-77;-84;-72;-72;-59;296
-88;-94;-85;-76;-84;-72;-70;-59;296
-87;-94;-84;-76;-92;-72;-72;-58;296
-85;-94;-84;-77;-92;-74;-70;-58;296
-85;-94;-86;-78;-92;-74;-70;-59;296
-86;-86;-85;-78;-91;-75;-70;-59;296
-86;-88;-83;-77;-91;-75;-72;-59;296
-88;-89;-82;-77;-91;-76;-71;-60;296
-86;-90;-82;-78;-91;-77;-72;-60;296
-87;-90;-82;-77;-89;-77;-72;-60;296
-86;-89;-82;-78;-96;-77;-72;-60;296
-88;-88;-82;-78;-96;-77;-71;-60;296
-88;-89;-82;-78;-97;-77;-71;-60;296
-86;-94;-86;-77;-91;-73;-72;-60;296
-86;-94;-86;-77;-91;-73;-72;-60;296
-86;-94;-86;-77;-91;-73;-72;-60;296
-87;-89;-86;-77;-83;-72;-72;-59;296
-87;-90;-86;-77;-83;-72;-72;-59;296
-87;-90;-88;-77;-83;-72;-71;-59;296
-87;-92;-87;-76;-82;-72;-71;-59;296
-87;-94;-89;-76;-83;-73;-72;-59;296
-85;-94;-89;-77;-85;-73;-72;-59;296
-85;-94;-90;-77;-88;-73;-72;-59;296
-85;-94;-88;-77;-88;-73;-71;-59;296
-84;-94;-89;-77;-88;-73;-71;-59;296
-84;-94;-88;-78;-89;-73;-69;-59;296
-84;-94;-88;-77;-91;-73;-69;-59;296
-84;-94;-88;-77;-91;-73;-69;-59;296
-84;-94;-88;-77;-91;-73;-69;-59;296
-84;-94;-88;-77;-91;-73;-69;-59;296
-84;-94;-89;-77;-91;-74;-69;-59;296
-84;-94;-88;-77;-91;-74;-73;-59;296
-84;-95;-87;-77;-91;-74;-73;-59;296
-84;-95;-88;-77;-91;-74;-73;-59;296
-84;-95;-88;-77;-90;-74;-73;-59;296
-84;-92;-86;-77;-90;-74;-78;-59;296
-84;-90;-86;-78;-100;-75;-78;-59;296
-84;-90;-86;-78;-94;-75;-78;-59;296
-84;-87;-86;-78;-94;-74;-78;-59;296
-85;-86;-86;-79;-89;-74;-70;-59;296
-85;-86;-87;-79;-90;-73;-73;-60;296
-85;-86;-86;-79;-90;-74;-73;-59;296
-85;-86;-87;-79;-95;-73;-70;-59;296
-84;-86;-87;-79;-95;-73;-70;-59;296
-85;-87;-85;-80;-90;-73;-72;-59;296
-85;-87;-86;-79;-92;-73;-72;-59;296
-85;-87;-86;-79;-92;-74;-72;-59;296
-86;-88;-86;-79;-92;-74;-71;-60;296
-85;-88;-87;-78;-92;-75;-78;-60;296
-84;-89;-85;-78;-88;-74;-76;-60;296
-84;-89;-87;-78;-92;-75;-76;-59;296
-84;-89;-85;-77;-92;-74;-76;-59;296
-84;-89;-86;-78;-92;-74;-74;-59;296
-84;-89;-86;-78;-92;-74;-74;-59;296
-84;-89;-86;-78;-92;-74;-74;-59;296
-84;-89;-88;-77;-92;-75;-74;-60;296
-84;-90;-87;-77;-84;-75;-74;-60;296
-84;-89;-86;-77;-84;-75;-74;-60;296
-84;-89;-86;-77;-84;-75;-79;-59;296
-84;-89;-86;-78;-83;-75;-77;-59;296
-85;-88;-86;-77;-87;-75;-74;-59;296
-85;-88;-86;-77;-93;-75;-74;-59;296
-85;-86;-85;-77;-93;-75;-76;-60;296
-86;-87;-86;-77;-93;-75;-72;-60;296
-86;-86;-86;-77;-93;-75;-73;-60;296
-85;-85;-86;-77;-86;-75;-72;-60;296
-85;-85;-86;-77;-86;-75;-72;-60;296
-85;-85;-86;-77;-86;-75;-72;-60;296
-85;-84;-86;-78;-93;-75;-76;-60;296
-85;-84;-83;-78;-96;-74;-76;-59;296
-84;-86;-83;-78;-95;-74;-74;-59;296
-84;-85;-84;-78;-95;-74;-74;-60;296
-84;-85;-84;-78;-95;-74;-73;-58;296
-85;-86;-85;-78;-90;-73;-73;-58;296
-86;-87;-85;-78;-96;-75;-73;-60;296
-86;-88;-83;-78;-96;-75;-75;-60;296
-85;-88;-83;-77;-96;-75;-75;-59;296
-85;-87;-85;-77;-95;-74;-75;-59;296
-85;-87;-85;-78;-97;-73;-76;-60;296
-86;-86;-84;-77;-97;-74;-76;-60;296
-87;-87;-84;-78;-97;-74;-73;-60;296
-86;-86;-84;-78;-97;-74;-71;-59;296
-86;-87;-84;-78;-97;-74;-71;-59;296
-87;-86;-85;-78;-88;-74;-73;-59;296
-84;-86;-84;-80;-92;-75;-72;-60;296
-87;-87;-85;-79;-96;-75;-72;-60;296
-87;-87;-85;-78;-89;-76;-72;-60;296
-87;-87;-84;-78;-88;-76;-72;-60;296
-87;-87;-83;-77;-88;-75;-71;-59;296
-87;-87;-83;-78;-86;-74;-71;-59;296
-87;-87;-84;-77;-85;-74;-71;-59;296
-87;-87;-83;-78;-85;-74;-71;-59;296
-87;-87;-83;-78;-85;-74;-71;-59;297
-87;-87;-83;-77;-85;-74;-71;-59;297
-87;-87;-86;-77;-91;-75;-71;-59;297
-87;-92;-84;-77;-91;-73;-72;-58;297
-83;-90;-84;-77;-87;-73;-71;-58;297
-84;-90;-84;-77;-86;-73;-72;-58;297
-84;-90;-84;-77;-89;-72;-72;-59;297
-85;-90;-84;-77;-91;-72;-76;-59;297
-85;-90;-84;-78;-91;-72;-76;-59;297
-93;-90;-84;-77;-80;-73;-76;-58;297
-93;-90;-93;-76;-80;-75;-76;-56;297
-90;-90;-93;-77;-80;-75;-73;-56;297
-90;-84;-93;-77;-80;-72;-70;-54;297
-90;-84;-93;-77;-80;-72;-70;-54;297
-90;-84;-93;-77;-80;-72;-70;-54;297
-90;-84;-93;-77;-80;-72;-70;-54;297
-90;-84;-94;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-86;-84;-90;-82;-86;-77;-68;-58;297
-89;-86;-90;-83;-86;-77;-68;-58;297
-90;-86;-93;-84;-86;-79;-66;-58;297
-89;-86;-93;-84;-86;-77;-66;-57;297
-87;-86;-95;-82;-86;-77;-66;-57;297
-87;-85;-97;-82;-94;-77;-66;-57;297
-86;-85;-97;-81;-94;-77;-66;-57;297
-86;-85;-97;-81;-94;-77;-67;-59;297
-86;-85;-97;-82;-86;-78;-68;-59;297
-85;-85;-97;-83;-86;-79;-68;-59;297
-85;-83;-97;-83;-82;-79;-69;-59;297
-85;-83;-94;-84;-82;-79;-70;-59;297
-85;-83;-94;-84;-82;-79;-70;-59;297
-85;-83;-94;-84;-82;-79;-70;-59;297
-85;-83;-94;-84;-86;-81;-70;-59;297
-92;-84;-98;-80;-86;-81;-70;-61;297
-90;-84;-93;-81;-86;-80;-72;-61;297
-92;-83;-88;-80;-93;-80;-72;-61;297
-91;-83;-88;-80;-87;-80;-71;-61;297
-90;-84;-87;-80;-89;-80;-73;-62;297
-90;-84;-86;-79;-89;-81;-73;-62;297
-93;-85;-87;-79;-87;-81;-73;-62;297
-93;-85;-87;-79;-87;-81;-70;-62;297
-94;-85;-88;-79;-88;-82;-71;-62;297
-94;-85;-88;-79;-89;-82;-70;-62;297
-92;-85;-87;-79;-87;-82;-70;-62;297
-91;-85;-88;-79;-87;-82;-69;-62;297
-90;-83;-85;-81;-88;-82;-69;-62;297
-88;-83;-85;-81;-92;-81;-69;-62;297
-87;-84;-85;-80;-91;-80;-71;-62;297
-88;-82;-85;-82;-87;-80;-71;-62;297
-87;-82;-88;-82;-90;-80;-71;-62;297
-87;-82;-86;-81;-90;-80;-70;-62;297
-89;-83;-86;-81;-90;-80;-71;-62;297
-88;-83;-86;-81;-88;-81;-71;-62;297
-90;-83;-86;-80;-88;-81;-70;-63;297
-89;-83;-86;-79;-88;-81;-70;-63;297
-88;-84;-87;-79;-88;-81;-73;-63;297
-88;-84;-87;-79;-88;-81;-73;-63;297
-88;-84;-87;-79;-88;-81;-73;-63;297
-88;-84;-87;-79;-88;-81;-69;-63;297
-90;-85;-89;-80;-86;-81;-69;-63;297
-90;-84;-91;-80;-85;-81;-69;-63;297
-90;-85;-91;-80;-85;-81;-69;-63;297
-90;-86;-91;-79;-84;-81;-69;-63;297
-90;-88;-91;-79;-84;-81;-70;-63;297
-96;-87;-93;-77;-84;-82;-70;-63;297
-96;-90;-92;-77;-83;-80;-70;-61;297
-96;-90;-92;-77;-86;-80;-72;-61;297
-96;-90;-91;-77;-86;-80;-72;-60;297
-96;-90;-94;-77;-85;-79;-72;-60;297
-96;-90;-94;-77;-85;-79;-72;-60;297
-96;-89;-94;-77;-85;-79;-70;-60;297
-94;-88;-94;-77;-84;-80;-70;-60;297
-94;-90;-94;-78;-84;-80;-70;-60;297
-96;-89;-94;-78;-83;-80;-70;-61;297
-95;-89;-92;-78;-83;-80;-71;-61;297
-96;-89;-90;-77;-82;-82;-71;-62;297
-96;-90;-92;-77;-82;-82;-70;-63;297
-96;-89;-91;-77;-83;-82;-71;-63;297
-96;-88;-90;-77;-83;-84;-71;-62;297
-96;-89;-91;-77;-83;-83;-71;-62;297
-96;-91;-91;-77;-85;-85;-71;-61;297
-96;-89;-93;-77;-85;-84;-71;-61;297
-96;-89;-93;-77;-89;-83;-71;-61;297
-96;-89;-93;-77;-89;-83;-71;-61;297
-96;-89;-94;-77;-89;-82;-71;-61;297
-97;-89;-94;-78;-87;-81;-71;-61;297
-97;-89;-94;-78;-88;-81;-70;-62;297
-96;-89;-94;-77;-88;-82;-70;-62;297
-96;-89;-94;-77;-86;-83;-70;-62;297
-96;-89;-94;-76;-90;-84;-70;-62;297
-96;-89;-89;-75;-90;-84;-70;-62;297
-96;-89;-90;-75;-91;-84;-70;-62;297
-96;-89;-89;-75;-90;-85;-72;-61;297
-93;-89;-91;-75;-90;-84;-72;-61;297
-94;-89;-91;-75;-90;-84;-73;-61;297
-94;-89;-91;-75;-90;-84;-73;-61;298
-94;-89;-91;-75;-90;-84;-73;-61;298
-93;-89;-87;-75;-91;-85;-72;-60;298
-93;-89;-87;-75;-91;-85;-72;-61;298
-93;-89;-89;-77;-93;-83;-71;-61;298
-93;-88;-89;-81;-93;-83;-70;-61;298
-88;-85;-99;-81;-88;-79;-70;-61;298
-85;-83;-95;-81;-88;-78;-70;-60;298
-82;-82;-90;-87;-88;-78;-70;-60;298
-80;-83;-87;-86;-87;-82;-72;-63;298
-79;-83;-83;-84;-86;-82;-73;-63;298
-78;-85;-81;-80;-86;-82;-77;-62;298
-77;-81;-82;-81;-88;-81;-77;-59;298
-77;-81;-82;-81;-88;-81;-77;-59;298
-78;-85;-81;-85;-88;-90;-77;-60;298
-78;-83;-81;-84;-88;-86;-70;-60;298
-78;-84;-81;-84;-87;-86;-70;-59;298
-78;-83;-81;-85;-87;-85;-71;-59;298
-78;-83;-81;-85;-87;-83;-71;-59;298
-78;-83;-80;-85;-83;-83;-73;-59;298
-79;-83;-82;-87;-82;-82;-73;-60;298
-78;-83;-82;-85;-82;-82;-72;-60;298
-78;-83;-82;-86;-83;-81;-72;-60;298
-78;-83;-82;-85;-85;-80;-71;-60;298
-78;-83;-82;-86;-85;-80;-71;-60;298
-78;-83;-82;-86;-85;-80;-71;-60;298
-78;-83;-82;-86;-85;-80;-70;-60;298
-78;-83;-81;-85;-85;-80;-71;-59;298
-78;-83;-81;-85;-91;-80;-70;-61;298
-78;-83;-81;-85;-91;-82;-71;-61;298
-78;-85;-81;-83;-97;-82;-71;-61;298
-78;-83;-80;-82;-97;-82;-71;-61;298
-78;-82;-81;-81;-97;-84;-72;-61;298
-77;-82;-81;-80;-97;-82;-73;-62;298
-76;-82;-82;-80;-90;-81;-74;-62;298
-76;-82;-83;-79;-89;-83;-73;-61;298
-77;-82;-81;-79;-91;-82;-73;-61;298
-77;-82;-81;-80;-91;-82;-73;-61;298
-77;-82;-81;-80;-91;-82;-73;-61;298
-77;-82;-81;-80;-91;-82;-73;-61;298
-78;-81;-81;-86;-91;-82;-71;-61;298
-78;-82;-82;-90;-87;-82;-71;-61;298
-79;-83;-82;-90;-86;-80;-71;-61;298
-78;-84;-82;-92;-86;-80;-70;-60;298
-78;-83;-82;-92;-85;-81;-70;-60;298
-78;-84;-83;-92;-84;-81;-72;-60;298
-78;-84;-83;-92;-87;-83;-72;-60;298
-79;-84;-82;-92;-86;-83;-72;-61;298
-79;-84;-82;-92;-86;-83;-72;-61;298
-78;-84;-82;-92;-84;-80;-72;-61;298
-78;-84;-83;-87;-84;-82;-72;-60;298
