RSSI LEFT_ORIGIN;RSSI MIDDLE_ORIGIN;RSSI RIGHT_ORIGIN;RSSI TRUNK_ORIGIN;RSSI FRONTLEFT_ORIGIN;RSSI FRONTRIGHT_ORIGIN;RSSI REARLEFT_ORIGIN;RSSI REARRIGHT_ORIGIN;COUNTER FLAG
-86;-84;-79;-75;-81;-74;-71;-70;457
-87;-87;-79;-76;-89;-72;-71;-68;457
-88;-94;-79;-77;-82;-71;-71;-65;457
-99;-94;-79;-79;-83;-71;-71;-64;458
-99;-91;-79;-79;-83;-73;-71;-64;458
-90;-91;-79;-87;-80;-74;-70;-63;458
-91;-89;-79;-89;-80;-74;-73;-65;458
-88;-89;-82;-90;-81;-71;-70;-66;458
-90;-87;-82;-87;-79;-72;-69;-66;458
-90;-87;-82;-89;-80;-73;-72;-66;458
-89;-89;-84;-91;-79;-73;-72;-65;458
-89;-89;-87;-90;-79;-73;-72;-65;458
-93;-89;-87;-89;-79;-73;-72;-65;458
-93;-89;-87;-89;-79;-73;-72;-65;458
-93;-89;-87;-89;-79;-73;-72;-65;458
-93;-89;-87;-89;-79;-73;-72;-65;458
-95;-89;-87;-88;-79;-73;-72;-65;458
-95;-90;-87;-91;-82;-75;-74;-65;458
-95;-90;-86;-90;-82;-75;-74;-65;458
-95;-90;-86;-90;-82;-75;-74;-65;458
-97;-90;-87;-90;-81;-73;-75;-64;458
-97;-89;-87;-91;-82;-75;-74;-64;458
-95;-89;-86;-88;-82;-76;-74;-64;458
-95;-91;-85;-89;-80;-76;-73;-64;458
-95;-89;-82;-89;-80;-75;-73;-65;458
-93;-89;-82;-89;-82;-78;-72;-64;458
-93;-89;-82;-89;-82;-78;-72;-64;458
-93;-89;-82;-89;-82;-78;-72;-64;458
-88;-85;-87;-92;-82;-76;-73;-65;458
-89;-87;-86;-92;-82;-74;-73;-64;458
-91;-89;-86;-93;-80;-73;-71;-64;458
-91;-88;-88;-93;-81;-74;-72;-65;458
-91;-88;-87;-93;-81;-74;-72;-66;458
-91;-90;-87;-94;-80;-73;-73;-65;458
-89;-89;-84;-92;-81;-73;-71;-64;458
-89;-87;-84;-92;-83;-72;-71;-64;458
-91;-87;-84;-92;-83;-72;-71;-63;458
-89;-87;-83;-92;-83;-71;-73;-64;458
-89;-88;-83;-92;-84;-72;-70;-63;458
-89;-88;-83;-90;-84;-72;-70;-63;458
-90;-88;-85;-91;-82;-73;-70;-63;458
-90;-87;-85;-95;-82;-73;-70;-63;458
-91;-89;-90;-95;-82;-73;-72;-64;458
-91;-85;-92;-95;-78;-76;-72;-64;458
-90;-84;-89;-89;-78;-75;-72;-64;458
-91;-84;-88;-90;-79;-74;-72;-63;458
-90;-85;-88;-91;-79;-73;-72;-63;458
-89;-84;-88;-93;-78;-73;-70;-63;458
-89;-84;-87;-94;-78;-73;-71;-63;458
-90;-84;-88;-93;-78;-73;-72;-62;458
-91;-84;-88;-93;-80;-72;-72;-62;458
-90;-85;-89;-91;-80;-72;-72;-62;458
-90;-85;-89;-91;-80;-72;-72;-62;458
-90;-85;-89;-91;-80;-72;-72;-62;458
-92;-86;-89;-91;-80;-74;-73;-64;458
-91;-86;-89;-91;-80;-74;-73;-64;458
-94;-86;-89;-91;-81;-74;-73;-64;458
-92;-86;-94;-91;-81;-76;-74;-64;458
-94;-87;-94;-91;-81;-76;-74;-64;458
-94;-87;-98;-91;-81;-77;-74;-64;458
-93;-87;-98;-91;-79;-75;-73;-64;458
-92;-87;-98;-91;-80;-74;-72;-64;458
-92;-86;-93;-91;-80;-73;-72;-65;458
-91;-86;-92;-91;-80;-73;-72;-65;458
-90;-86;-91;-91;-80;-73;-72;-65;458
-90;-86;-91;-91;-80;-73;-72;-65;458
-90;-86;-91;-91;-80;-73;-72;-65;458
-90;-85;-89;-91;-79;-73;-72;-65;458
-91;-85;-88;-91;-80;-76;-72;-64;458
-90;-85;-87;-91;-78;-75;-72;-64;458
-91;-86;-87;-91;-79;-75;-70;-64;458
-90;-85;-91;-91;-79;-75;-70;-64;458
-89;-84;-89;-91;-78;-76;-70;-64;458
-89;-85;-89;-91;-78;-76;-71;-64;458
-92;-85;-88;-91;-78;-78;-71;-64;458
-90;-86;-88;-91;-78;-78;-72;-64;458
-91;-86;-87;-91;-78;-78;-72;-65;458
-91;-87;-87;-91;-78;-75;-70;-65;458
-91;-87;-87;-91;-77;-75;-70;-65;458
-92;-87;-87;-91;-77;-76;-70;-65;458
-92;-86;-87;-91;-78;-77;-70;-65;458
-92;-86;-87;-91;-79;-79;-70;-65;458
-93;-87;-88;-91;-79;-79;-71;-65;458
-95;-86;-88;-91;-79;-77;-71;-65;458
-92;-87;-86;-91;-79;-77;-71;-66;458
-92;-85;-86;-91;-79;-76;-71;-66;458
-93;-85;-85;-91;-78;-77;-71;-66;458
-91;-86;-84;-91;-78;-76;-72;-66;458
-91;-85;-85;-91;-78;-76;-72;-66;458
-89;-85;-85;-91;-78;-75;-72;-66;458
-91;-85;-86;-91;-80;-75;-72;-66;458
-91;-85;-86;-91;-80;-75;-72;-66;458
-91;-85;-86;-91;-80;-75;-72;-66;458
-90;-86;-86;-91;-78;-75;-69;-66;458
-90;-86;-86;-91;-78;-75;-72;-65;458
-90;-87;-87;-91;-77;-76;-71;-65;458
-90;-88;-87;-91;-77;-76;-71;-66;458
-90;-89;-89;-91;-78;-76;-71;-66;458
-90;-89;-86;-91;-79;-76;-71;-66;458
-89;-87;-88;-91;-79;-76;-71;-66;458
-91;-87;-89;-91;-79;-77;-71;-65;458
-91;-87;-87;-91;-79;-77;-71;-65;458
-90;-87;-87;-91;-80;-78;-71;-65;458
-89;-88;-89;-91;-80;-78;-71;-65;458
-89;-88;-89;-91;-80;-78;-71;-65;458
-89;-88;-89;-91;-80;-78;-71;-65;458
-89;-88;-89;-91;-80;-78;-71;-65;458
-90;-87;-85;-91;-78;-72;-71;-65;458
-92;-87;-83;-91;-77;-72;-72;-65;458
-91;-87;-83;-91;-78;-72;-72;-65;458
-90;-86;-84;-91;-77;-73;-70;-65;458
-92;-86;-84;-91;-77;-73;-70;-65;458
-92;-85;-84;-91;-78;-73;-70;-64;458
-92;-86;-86;-91;-78;-73;-70;-64;458
-93;-85;-86;-91;-79;-73;-70;-64;458
-92;-85;-87;-91;-78;-73;-71;-64;458
-96;-85;-85;-91;-78;-73;-71;-65;458
-92;-86;-86;-91;-78;-72;-71;-66;458
-91;-86;-86;-91;-78;-72;-71;-65;458
-94;-88;-84;-91;-78;-73;-71;-65;458
-91;-86;-86;-91;-77;-74;-70;-65;458
-91;-86;-85;-91;-77;-74;-70;-65;458
-93;-89;-83;-94;-76;-74;-70;-64;458
-93;-90;-83;-90;-78;-73;-71;-62;458
-91;-87;-83;-87;-78;-73;-71;-62;458
-95;-87;-83;-85;-82;-71;-71;-62;458
-95;-88;-84;-81;-82;-71;-71;-62;458
-95;-91;-84;-82;-76;-71;-70;-63;458
-95;-85;-80;-82;-76;-71;-71;-64;458
-95;-82;-81;-81;-84;-70;-71;-64;458
-95;-82;-81;-80;-84;-70;-71;-64;458
-95;-82;-81;-80;-84;-70;-71;-64;458
-97;-86;-88;-79;-83;-71;-71;-64;459
-93;-87;-87;-79;-83;-72;-73;-64;459
-93;-86;-89;-79;-83;-72;-73;-63;459
-93;-85;-89;-79;-83;-71;-73;-63;459
-95;-86;-89;-79;-81;-71;-73;-63;459
-94;-85;-90;-79;-82;-72;-73;-63;459
-95;-85;-90;-79;-82;-72;-72;-64;459
-96;-87;-91;-79;-81;-73;-72;-63;459
-96;-85;-88;-79;-85;-70;-71;-63;459
-96;-84;-88;-79;-89;-72;-71;-63;459
-95;-86;-88;-79;-89;-72;-71;-63;459
-95;-86;-90;-79;-83;-71;-71;-63;459
-95;-86;-90;-79;-83;-71;-71;-63;459
-95;-86;-90;-79;-83;-71;-71;-63;459
-95;-86;-90;-78;-85;-71;-71;-63;459
-95;-90;-89;-78;-85;-71;-73;-63;459
-95;-86;-87;-79;-90;-71;-73;-65;459
-95;-87;-88;-79;-85;-71;-73;-65;459
-95;-87;-85;-77;-84;-72;-70;-65;459
-95;-87;-84;-79;-85;-72;-70;-65;459
-95;-87;-84;-79;-84;-71;-71;-65;459
-95;-86;-84;-79;-84;-71;-70;-65;459
-95;-86;-84;-79;-81;-71;-70;-65;459
-95;-87;-84;-77;-82;-72;-71;-65;459
-95;-88;-84;-78;-83;-73;-71;-65;459
-95;-88;-83;-79;-82;-70;-71;-65;459
-95;-86;-84;-79;-82;-72;-71;-65;459
-95;-87;-86;-79;-82;-72;-71;-66;459
-95;-87;-86;-78;-82;-71;-73;-65;459
-95;-87;-88;-78;-81;-72;-73;-65;459
-96;-85;-87;-78;-81;-72;-73;-65;459
-96;-85;-88;-78;-81;-72;-71;-64;459
-96;-85;-88;-80;-81;-72;-71;-64;459
-96;-85;-88;-79;-82;-72;-71;-63;459
-91;-85;-90;-79;-81;-73;-71;-64;459
-94;-84;-89;-79;-80;-70;-71;-64;459
-94;-85;-92;-79;-80;-70;-71;-64;459
-91;-85;-94;-79;-83;-70;-72;-64;459
-91;-85;-94;-79;-83;-70;-72;-64;459
-91;-85;-94;-79;-83;-70;-72;-64;459
-90;-85;-89;-78;-83;-70;-72;-64;459
-90;-84;-87;-78;-84;-70;-72;-64;459
-89;-84;-88;-79;-84;-70;-72;-64;459
-91;-83;-87;-79;-83;-71;-72;-64;459
-91;-84;-89;-78;-84;-71;-72;-64;459
-91;-84;-93;-78;-87;-72;-72;-64;459
-91;-84;-90;-78;-86;-71;-72;-64;459
-90;-84;-88;-78;-87;-71;-70;-64;459
-91;-85;-87;-78;-87;-71;-71;-64;459
-94;-85;-87;-78;-84;-71;-71;-65;459
-95;-85;-89;-78;-84;-71;-71;-65;459
-95;-85;-89;-78;-84;-71;-71;-65;459
-95;-85;-89;-78;-84;-71;-71;-65;459
-95;-86;-86;-79;-83;-73;-71;-64;459
-95;-86;-87;-77;-83;-72;-71;-64;459
-95;-85;-86;-79;-83;-72;-71;-65;459
-95;-85;-85;-79;-84;-73;-72;-64;459
-95;-85;-87;-79;-82;-73;-72;-64;459
-95;-85;-87;-79;-83;-73;-72;-64;459
-95;-85;-87;-79;-83;-73;-70;-65;459
-95;-85;-88;-79;-81;-72;-70;-65;459
-95;-85;-87;-79;-81;-72;-70;-66;459
-95;-86;-87;-79;-82;-72;-70;-66;459
-95;-85;-87;-79;-82;-72;-72;-66;459
-95;-85;-87;-79;-82;-71;-73;-67;459
-95;-86;-88;-79;-81;-71;-73;-67;459
-95;-85;-87;-79;-81;-71;-73;-67;459
-95;-86;-86;-80;-81;-71;-73;-68;459
-95;-85;-85;-80;-81;-71;-74;-67;459
-95;-85;-85;-80;-81;-71;-73;-69;459
-95;-85;-85;-80;-81;-71;-73;-69;459
-95;-85;-85;-80;-81;-71;-73;-69;459
-95;-86;-84;-80;-81;-71;-73;-68;459
-95;-85;-83;-80;-81;-71;-72;-68;459
-95;-86;-83;-79;-82;-71;-72;-68;459
-95;-85;-83;-79;-83;-71;-72;-68;459
-95;-86;-83;-78;-84;-71;-73;-68;459
-93;-86;-83;-78;-84;-71;-72;-68;459
-93;-86;-83;-78;-84;-71;-72;-68;459
-93;-86;-83;-78;-84;-71;-72;-68;459
-93;-87;-84;-78;-84;-72;-72;-67;459
-93;-86;-84;-78;-82;-72;-71;-67;459
-93;-85;-84;-78;-81;-71;-71;-67;459
-93;-85;-86;-78;-81;-72;-72;-67;459
-95;-84;-89;-77;-80;-72;-71;-66;459
-95;-84;-89;-77;-80;-72;-71;-64;459
-97;-83;-89;-77;-80;-74;-71;-64;459
-97;-83;-87;-77;-82;-73;-71;-63;459
-97;-83;-87;-77;-82;-73;-72;-63;459
-97;-84;-85;-77;-82;-72;-72;-64;459
-97;-84;-86;-77;-82;-72;-73;-64;459
-97;-84;-86;-77;-82;-72;-73;-64;459
-97;-84;-86;-77;-82;-72;-73;-64;459
-97;-85;-85;-77;-82;-72;-71;-65;459
-97;-86;-84;-77;-81;-71;-71;-65;459
-97;-87;-83;-77;-81;-71;-71;-65;459
-97;-86;-83;-77;-82;-71;-71;-66;459
-97;-86;-83;-77;-82;-72;-71;-66;459
-97;-87;-82;-77;-82;-71;-73;-66;459
-96;-87;-82;-77;-82;-71;-72;-65;459
-96;-86;-81;-77;-80;-71;-72;-65;459
-96;-86;-81;-77;-80;-71;-73;-65;459
-96;-86;-81;-77;-80;-71;-72;-66;459
-96;-86;-81;-76;-80;-71;-72;-66;459
-96;-86;-80;-76;-81;-70;-72;-67;459
-95;-85;-79;-76;-81;-72;-72;-66;459
-98;-85;-80;-76;-80;-71;-72;-66;459
-98;-85;-82;-80;-80;-71;-71;-66;459
-98;-85;-81;-80;-81;-73;-71;-64;459
-96;-82;-81;-80;-81;-73;-71;-64;459
-96;-81;-81;-80;-85;-74;-68;-62;459
-96;-81;-81;-80;-82;-75;-69;-64;459
-96;-85;-81;-80;-79;-73;-70;-63;459
-90;-91;-84;-80;-79;-75;-70;-63;459
-88;-91;-84;-82;-80;-75;-70;-64;460
-93;-91;-85;-83;-80;-75;-70;-64;460
-93;-91;-87;-83;-81;-73;-70;-64;460
-93;-91;-87;-83;-81;-73;-70;-64;460
-93;-91;-87;-83;-81;-73;-70;-64;460
-94;-91;-87;-83;-81;-74;-70;-64;460
-96;-90;-94;-87;-81;-75;-70;-64;460
-98;-89;-91;-87;-81;-75;-71;-64;460
-98;-89;-91;-87;-82;-72;-71;-67;460
-98;-88;-90;-88;-82;-74;-70;-66;460
-98;-88;-90;-86;-80;-74;-70;-65;460
-98;-88;-94;-86;-80;-75;-71;-65;460
-98;-87;-94;-85;-80;-75;-71;-65;460
-98;-88;-94;-85;-80;-74;-71;-66;460
-98;-87;-94;-85;-80;-74;-70;-66;460
-98;-88;-94;-85;-80;-74;-70;-66;460
-98;-88;-94;-85;-80;-74;-70;-66;460
-98;-88;-94;-85;-80;-74;-70;-66;460
-98;-88;-94;-85;-80;-74;-70;-66;460
-98;-88;-95;-85;-80;-74;-70;-66;460
-98;-87;-95;-84;-80;-74;-70;-66;460
-98;-85;-95;-84;-79;-74;-70;-66;460
-98;-85;-95;-84;-79;-74;-70;-66;460
-98;-86;-95;-84;-80;-73;-68;-66;460
-98;-84;-95;-83;-80;-73;-70;-66;460
-98;-85;-95;-84;-80;-73;-70;-65;460
-98;-85;-95;-83;-81;-73;-70;-66;460
-98;-85;-95;-83;-79;-72;-70;-65;460
-94;-85;-95;-83;-79;-72;-69;-65;460
-95;-85;-95;-83;-79;-72;-69;-65;460
-95;-85;-95;-83;-79;-72;-69;-66;460
-93;-85;-95;-83;-79;-71;-68;-66;460
-94;-85;-95;-83;-78;-71;-68;-66;460
-94;-85;-95;-84;-78;-71;-68;-66;460
-97;-85;-95;-83;-78;-72;-68;-66;460
-97;-85;-95;-84;-78;-72;-69;-67;460
-98;-84;-95;-83;-77;-71;-69;-66;460
-98;-84;-94;-83;-77;-72;-69;-66;460
-94;-85;-94;-82;-79;-72;-69;-66;460
-95;-84;-96;-83;-79;-73;-68;-66;460
-95;-84;-94;-82;-79;-73;-69;-65;460
-97;-87;-95;-83;-78;-72;-69;-65;460
-97;-87;-95;-83;-78;-72;-69;-65;460
-97;-87;-95;-83;-78;-72;-69;-65;460
-97;-86;-95;-83;-78;-72;-70;-64;460
-97;-86;-95;-84;-79;-73;-70;-65;460
-96;-86;-95;-83;-78;-71;-70;-65;460
-96;-84;-94;-82;-78;-71;-69;-65;460
-93;-85;-93;-83;-79;-72;-69;-65;460
-96;-85;-93;-83;-79;-71;-69;-65;460
-96;-86;-91;-84;-79;-71;-69;-65;460
-96;-85;-91;-84;-79;-71;-69;-65;460
-95;-85;-89;-84;-79;-73;-70;-65;460
-95;-85;-91;-84;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-95;-85;-91;-85;-79;-73;-69;-65;460
-93;-85;-91;-84;-77;-73;-69;-65;460
-93;-85;-95;-85;-77;-74;-69;-65;460
-93;-86;-95;-86;-75;-78;-68;-64;460
-93;-86;-92;-85;-75;-78;-68;-65;460
-93;-86;-92;-83;-75;-72;-69;-65;460
-93;-85;-89;-85;-76;-72;-70;-64;460
-93;-86;-87;-86;-76;-71;-70;-64;460
-93;-87;-85;-85;-76;-73;-69;-64;460
-96;-86;-85;-84;-76;-73;-68;-63;460
-93;-88;-88;-83;-74;-71;-69;-63;460
-93;-88;-89;-83;-75;-71;-68;-63;460
-93;-88;-89;-83;-75;-71;-68;-63;460
-93;-88;-89;-83;-75;-71;-68;-63;460
-91;-87;-89;-82;-77;-72;-68;-62;460
-89;-87;-88;-82;-77;-73;-69;-62;460
-88;-87;-88;-83;-77;-73;-69;-62;460
-89;-88;-92;-82;-77;-73;-69;-62;460
-91;-92;-93;-81;-82;-70;-69;-62;460
-90;-92;-93;-81;-86;-70;-70;-62;460
-87;-92;-94;-81;-86;-70;-71;-62;460
-88;-92;-90;-80;-86;-74;-70;-64;460
-87;-91;-96;-81;-86;-75;-69;-63;460
-87;-90;-96;-80;-86;-76;-69;-63;460
-87;-90;-92;-79;-86;-76;-69;-62;460
-88;-90;-87;-78;-89;-76;-69;-61;460
-89;-90;-82;-78;-89;-73;-69;-60;460
-92;-90;-82;-77;-79;-73;-70;-60;460
-92;-88;-82;-78;-79;-73;-71;-60;460
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-92;-88;-83;-81;-72;-65;-77;-71;461
-89;-97;-83;-98;-72;-65;-76;-71;461
-87;-89;-79;-98;-72;-64;-78;-66;461
-87;-89;-79;-86;-72;-66;-81;-65;461
-86;-90;-83;-87;-71;-70;-81;-69;461
-87;-90;-82;-87;-70;-70;-81;-69;461
-86;-90;-79;-94;-70;-67;-81;-69;461
-91;-93;-78;-94;-70;-67;-81;-69;461
-91;-93;-78;-94;-70;-62;-81;-68;461
-91;-93;-80;-88;-72;-64;-74;-68;461
-94;-93;-94;-86;-81;-70;-74;-68;461
-91;-93;-89;-86;-80;-70;-76;-65;461
-91;-93;-82;-86;-80;-70;-75;-66;461
-92;-93;-79;-87;-74;-70;-75;-74;461
-97;-93;-79;-88;-74;-70;-75;-74;461
-97;-89;-80;-90;-74;-61;-75;-71;461
-97;-89;-80;-90;-74;-61;-75;-71;461
-95;-89;-81;-93;-74;-61;-79;-71;461
-92;-91;-81;-93;-74;-62;-78;-73;461
-92;-92;-80;-91;-74;-63;-78;-88;461
-91;-90;-81;-91;-74;-63;-78;-88;461
-88;-94;-80;-90;-74;-63;-77;-71;461
-88;-90;-83;-90;-74;-67;-76;-71;461
-88;-90;-84;-88;-75;-70;-76;-65;461
-88;-89;-87;-87;-75;-71;-76;-64;461
-88;-89;-87;-87;-75;-71;-74;-64;461
-88;-89;-87;-87;-75;-71;-74;-64;461
-88;-89;-80;-87;-75;-71;-74;-64;461
-88;-89;-80;-85;-75;-71;-74;-70;461
-88;-96;-80;-85;-75;-65;-74;-75;461
-88;-96;-79;-84;-76;-63;-76;-74;461
-90;-94;-79;-84;-75;-62;-76;-74;461
-92;-93;-79;-85;-73;-63;-76;-74;461
-92;-93;-80;-85;-73;-63;-77;-79;461
-94;-89;-79;-86;-73;-63;-78;-79;461
-94;-86;-80;-89;-72;-62;-78;-65;461
-94;-85;-82;-92;-72;-62;-75;-65;461
-94;-85;-82;-91;-71;-62;-75;-65;461
-94;-84;-81;-91;-71;-62;-76;-65;461
-94;-84;-81;-91;-71;-62;-76;-65;461
-94;-84;-81;-91;-71;-62;-76;-65;461
-94;-84;-81;-91;-71;-62;-76;-65;461
-87;-84;-81;-97;-71;-62;-75;-65;461
-86;-95;-77;-97;-71;-66;-74;-65;461
-90;-92;-76;-91;-71;-63;-74;-72;461
-90;-91;-77;-87;-73;-63;-74;-72;461
-94;-87;-77;-88;-73;-63;-74;-72;461
-94;-84;-78;-88;-73;-61;-78;-67;461
-94;-85;-78;-88;-72;-61;-78;-67;461
-96;-87;-78;-88;-72;-62;-78;-67;461
-93;-87;-78;-87;-72;-62;-77;-67;461
-93;-87;-77;-87;-72;-62;-77;-67;461
-93;-86;-77;-87;-74;-62;-77;-67;461
-93;-86;-78;-87;-73;-62;-77;-67;461
-93;-87;-78;-87;-73;-62;-77;-68;461
-93;-87;-77;-87;-73;-61;-77;-68;461
-97;-86;-78;-87;-73;-61;-77;-69;461
-97;-87;-78;-87;-73;-62;-77;-69;461
-94;-87;-78;-87;-73;-62;-78;-69;461
-94;-87;-77;-86;-73;-62;-77;-69;461
-95;-87;-77;-86;-73;-61;-78;-69;461
-95;-87;-77;-86;-73;-61;-78;-70;461
-95;-87;-77;-86;-73;-61;-78;-70;461
-95;-87;-77;-87;-73;-61;-78;-68;461
-95;-88;-77;-87;-73;-62;-78;-69;461
-94;-88;-77;-87;-73;-62;-78;-69;461
-94;-88;-77;-87;-73;-62;-78;-69;461
-94;-88;-77;-87;-73;-62;-78;-69;461
-89;-91;-77;-87;-73;-62;-78;-69;461
-86;-91;-77;-93;-74;-65;-77;-69;461
-84;-91;-77;-85;-73;-71;-75;-62;461
-88;-91;-81;-83;-73;-71;-76;-62;461
-86;-90;-79;-83;-73;-64;-75;-62;462
-88;-87;-86;-87;-73;-64;-84;-62;462
-88;-92;-85;-89;-73;-62;-84;-66;462
-88;-89;-83;-86;-90;-62;-74;-66;462
-89;-89;-89;-79;-90;-62;-77;-61;462
-92;-94;-89;-81;-90;-62;-80;-64;462
-92;-94;-94;-87;-75;-64;-80;-64;462
-92;-94;-94;-87;-75;-64;-80;-64;462
-92;-94;-94;-87;-75;-64;-80;-64;462
-84;-94;-81;-80;-75;-64;-80;-71;462
-84;-94;-80;-82;-79;-69;-86;-71;462
-86;-95;-81;-78;-77;-67;-83;-71;462
-86;-94;-81;-78;-76;-65;-80;-72;462
-85;-92;-81;-78;-76;-63;-80;-67;462
-85;-87;-81;-80;-74;-61;-78;-67;462
-85;-89;-82;-81;-75;-61;-78;-67;462
-90;-89;-83;-80;-75;-61;-78;-65;462
-91;-88;-81;-81;-75;-61;-75;-64;462
-89;-86;-83;-80;-75;-61;-75;-64;462
-90;-89;-82;-82;-75;-62;-75;-65;462
-88;-88;-81;-79;-76;-62;-75;-65;462
-90;-88;-85;-81;-76;-62;-75;-64;462
-88;-90;-83;-81;-73;-61;-75;-64;462
-87;-89;-83;-81;-74;-61;-76;-64;462
-88;-91;-85;-82;-74;-61;-76;-64;462
-88;-89;-85;-82;-74;-61;-75;-64;462
-87;-89;-85;-80;-74;-61;-76;-64;462
-86;-90;-85;-80;-74;-61;-77;-65;462
-89;-88;-83;-78;-77;-61;-76;-65;462
-89;-89;-83;-79;-76;-62;-76;-65;462
-86;-89;-83;-79;-76;-62;-76;-65;462
-86;-88;-82;-79;-76;-61;-76;-65;462
-88;-89;-81;-79;-75;-61;-75;-64;462
-88;-89;-81;-79;-75;-61;-75;-64;462
-88;-89;-81;-79;-75;-61;-75;-64;462
-88;-89;-81;-82;-76;-65;-75;-64;462
-85;-89;-84;-82;-76;-65;-77;-64;462
-84;-91;-86;-82;-82;-65;-77;-67;462
-84;-91;-84;-82;-78;-65;-83;-67;462
-84;-91;-84;-82;-78;-65;-93;-67;462
-84;-93;-84;-82;-80;-65;-93;-71;462
-85;-93;-84;-82;-79;-65;-80;-71;462
-85;-93;-84;-82;-79;-65;-78;-84;462
-87;-93;-84;-82;-76;-65;-77;-69;462
-91;-93;-84;-82;-73;-62;-77;-69;462
-91;-93;-86;-83;-73;-62;-77;-66;462
-91;-93;-86;-83;-73;-62;-77;-66;462
-91;-93;-86;-83;-73;-62;-77;-66;462
-91;-93;-86;-83;-73;-62;-77;-66;462
-85;-93;-81;-78;-82;-66;-81;-69;462
-85;-93;-82;-78;-82;-66;-79;-68;462
-85;-93;-82;-78;-78;-65;-79;-68;462
-86;-85;-81;-78;-76;-63;-79;-68;462
-88;-83;-82;-79;-76;-63;-79;-66;462
-89;-83;-82;-80;-76;-62;-78;-66;462
-89;-85;-81;-80;-76;-60;-78;-68;462
-89;-85;-85;-81;-77;-60;-79;-68;462
-89;-88;-85;-81;-77;-60;-79;-68;462
-89;-86;-85;-80;-77;-60;-79;-68;462
-89;-87;-84;-80;-74;-61;-80;-68;462
-87;-87;-83;-79;-74;-61;-80;-68;462
-84;-87;-82;-78;-75;-62;-80;-69;462
-85;-88;-84;-78;-75;-63;-80;-71;462
-84;-88;-84;-78;-77;-64;-80;-71;462
-84;-90;-86;-78;-77;-64;-80;-80;462
-84;-90;-88;-78;-82;-64;-81;-76;462
-84;-93;-88;-77;-86;-66;-82;-72;462
-84;-93;-91;-78;-89;-69;-81;-67;462
-84;-93;-92;-79;-81;-70;-81;-66;462
-84;-93;-92;-79;-83;-71;-81;-66;462
-84;-93;-91;-79;-83;-71;-81;-64;462
-86;-93;-91;-78;-83;-71;-80;-65;462
-86;-93;-91;-78;-84;-71;-80;-65;462
-86;-93;-91;-78;-84;-71;-80;-65;462
-86;-93;-90;-78;-84;-71;-80;-65;462
-86;-93;-90;-80;-84;-69;-79;-66;462
-86;-93;-90;-79;-82;-68;-79;-66;462
-86;-93;-92;-80;-82;-68;-79;-65;462
-86;-93;-92;-79;-82;-68;-78;-65;462
-89;-93;-91;-81;-77;-67;-78;-64;462
-89;-93;-93;-83;-77;-66;-78;-63;462
-89;-93;-91;-83;-77;-66;-78;-63;462
-91;-94;-94;-82;-77;-66;-78;-63;462
-89;-92;-94;-83;-75;-65;-79;-64;462
-89;-92;-94;-82;-74;-65;-80;-64;462
-89;-92;-94;-82;-74;-65;-80;-64;462
-89;-92;-94;-82;-74;-65;-80;-64;462
-84;-92;-94;-77;-80;-65;-85;-70;462
-84;-92;-88;-77;-83;-69;-85;-71;462
-83;-92;-89;-77;-86;-69;-88;-71;462
-83;-92;-88;-76;-86;-69;-85;-71;462
-83;-89;-88;-76;-89;-68;-82;-71;462
-84;-92;-89;-77;-88;-72;-80;-71;462
-84;-93;-90;-77;-90;-71;-80;-71;462
-84;-93;-90;-79;-90;-71;-80;-68;462
-84;-93;-89;-81;-84;-72;-80;-67;462
